time C1_re C1_im C2_re C2_im
12.27 1.7171313719339256e-6 -9.380731438763875e-7 1.7171313719339256e-6 -9.380731438763875e-7
12.28 1.7000456293086646e-6 -9.287391601393771e-7 1.7000456293086646e-6 -9.287391601393771e-7
12.29 1.6831298926630435e-6 -9.194980510923325e-7 1.6831298926630435e-6 -9.194980510923325e-7
12.3 1.6663824704092984e-6 -9.103488926166462e-7 1.6663824704092984e-6 -9.103488926166462e-7
12.31 1.6498016877912545e-6 -9.012907697888502e-7 1.6498016877912545e-6 -9.012907697888502e-7
12.32 1.6333858867168287e-6 -8.923227767891111e-7 1.6333858867168287e-6 -8.923227767891111e-7
12.33 1.6171334255922337e-6 -8.834440168106554e-7 1.6171334255922337e-6 -8.834440168106554e-7
12.34 1.6010426791578142e-6 -8.746536019700869e-7 1.6010426791578142e-6 -8.746536019700869e-7
12.35 1.5851120383255168e-6 -8.659506532185957e-7 1.5851120383255168e-6 -8.659506532185957e-7
12.36 1.5693399100179834e-6 -8.573343002540545e-7 1.5693399100179834e-6 -8.573343002540545e-7
12.37 1.553724717009239e-6 -8.488036814339861e-7 1.553724717009239e-6 -8.488036814339861e-7
12.38 1.5382648977669678e-6 -8.403579436893984e-7 1.5382648977669678e-6 -8.403579436893984e-7
12.39 1.5229589062963678e-6 -8.319962424394817e-7 1.5229589062963678e-6 -8.319962424394817e-7
12.4 1.5078052119855342e-6 -8.237177415071416e-7 1.5078052119855342e-6 -8.237177415071416e-7
12.41 1.4928022994524076e-6 -8.15521613035386e-7 1.4928022994524076e-6 -8.15521613035386e-7
12.42 1.477948668393232e-6 -8.074070374045373e-7 1.477948668393232e-6 -8.074070374045373e-7
12.43 1.463242833432524e-6 -7.993732031502706e-7 1.463242833432524e-6 -7.993732031502706e-7
12.44 1.4486833239745325e-6 -7.914193068824657e-7 1.4486833239745325e-6 -7.914193068824657e-7
12.45 1.434268684056178e-6 -7.83544553204867e-7 1.434268684056178e-6 -7.83544553204867e-7
12.46 1.4199974722014552e-6 -7.757481546355437e-7 1.4199974722014552e-6 -7.757481546355437e-7
12.47 1.4058682612772897e-6 -7.68029331528144e-7 1.4058682612772897e-6 -7.68029331528144e-7
12.48 1.3918796383508129e-6 -7.603873119939238e-7 1.3918796383508129e-6 -7.603873119939238e-7
12.49 1.3780302045480748e-6 -7.528213318245612e-7 1.3780302045480748e-6 -7.528213318245612e-7
12.5 1.3643185749141538e-6 -7.453306344157342e-7 1.3643185749141538e-6 -7.453306344157342e-7
12.51 1.3507433782746602e-6 -7.379144706914598e-7 1.3507433782746602e-6 -7.379144706914598e-7
12.52 1.3373032570986172e-6 -7.305720990291853e-7 1.3373032570986172e-6 -7.305720990291853e-7
12.53 1.3239968673627073e-6 -7.233027851856258e-7 1.3239968673627073e-6 -7.233027851856258e-7
12.54 1.3108228784168679e-6 -7.161058022233392e-7 1.3108228784168679e-6 -7.161058022233392e-7
12.55 1.297779972851224e-6 -7.089804304380304e-7 1.297779972851224e-6 -7.089804304380304e-7
12.56 1.2848668463643544e-6 -7.019259572865858e-7 1.2848668463643544e-6 -7.019259572865858e-7
12.57 1.2720822076328471e-6 -6.949416773158101e-7 1.2720822076328471e-6 -6.949416773158101e-7
12.58 1.2594247781821752e-6 -6.880268920918859e-7 1.2594247781821752e-6 -6.880268920918859e-7
12.59 1.2468932922588457e-6 -6.811809101305286e-7 1.2468932922588457e-6 -6.811809101305286e-7
12.6 1.2344864967038233e-6 -6.744030468278369e-7 1.2344864967038233e-6 -6.744030468278369e-7
12.61 1.2222031508272133e-6 -6.676926243918325e-7 1.2222031508272133e-6 -6.676926243918325e-7
12.62 1.2100420262841923e-6 -6.610489717746796e-7 1.2100420262841923e-6 -6.610489717746796e-7
12.63 1.1980019069521692e-6 -6.544714246055789e-7 1.1980019069521692e-6 -6.544714246055789e-7
12.64 1.1860815888091815e-6 -6.479593251243348e-7 1.1860815888091815e-6 -6.479593251243348e-7
12.65 1.1742798798134797e-6 -6.41512022115571e-7 1.1742798798134797e-6 -6.41512022115571e-7
12.66 1.1625955997843287e-6 -6.351288708436138e-7 1.1625955997843287e-6 -6.351288708436138e-7
12.67 1.1510275802839894e-6 -6.288092329880168e-7 1.1510275802839894e-6 -6.288092329880168e-7
12.68 1.139574664500871e-6 -6.22552476579728e-7 1.139574664500871e-6 -6.22552476579728e-7
