time itr a b c d source HEOM_C_re HEOM_C_im RMRT_gdd_re RMRT_gdd_im diff_re diff_im abs_diff ratio_re ratio_im abs_ratio
3.6800000000e+00 185 1 2 1 2 direct_gddot 2.308517290013e-03 -1.261148741761e-03 1.574713276428e-03 -8.357940206083e-04 -7.338040135854e-04 4.253547211531e-04 8.481715446543e-04 6.776711014599e-01 8.165429995904e-03 6.777202933371e-01
3.7000000000e+00 186 1 1 1 1 fd_gprime 6.788416754056e-03 -3.708528970551e-03 4.395125310600e-03 -2.627749177056e-03 -2.393291443456e-03 1.080779793495e-03 2.626010071448e-03 6.614941794192e-01 -2.571716722094e-02 6.619938988354e-01
3.7000000000e+00 186 2 2 2 2 fd_gprime 6.788416754056e-03 -3.708528970551e-03 4.395125310599e-03 -2.627749177055e-03 -2.393291443456e-03 1.080779793496e-03 2.626010071449e-03 6.614941794190e-01 -2.571716722087e-02 6.619938988353e-01
3.7000000000e+00 186 1 1 2 2 fd_gprime 2.262805584685e-03 -1.236176323517e-03 1.465041770198e-03 -8.759163923521e-04 -7.977638144876e-04 3.602599311649e-04 8.753366904847e-04 6.614941794184e-01 -2.571716722139e-02 6.619938988346e-01
3.7000000000e+00 186 2 2 1 1 fd_gprime 2.262805584685e-03 -1.236176323517e-03 1.465041770198e-03 -8.759163923521e-04 -7.977638144876e-04 3.602599311649e-04 8.753366904847e-04 6.614941794184e-01 -2.571716722139e-02 6.619938988346e-01
3.7000000000e+00 186 1 2 2 1 direct_gddot 2.262805584685e-03 -1.236176323517e-03 1.469359514417e-03 -8.926852194449e-04 -7.934460702685e-04 3.434911040721e-04 8.646055777065e-04 6.660816510421e-01 -3.062165542039e-02 6.667851615293e-01
3.7000000000e+00 186 1 2 1 2 direct_gddot 2.262805584685e-03 -1.236176323517e-03 1.469359514417e-03 -8.926852194449e-04 -7.934460702685e-04 3.434911040721e-04 8.646055777065e-04 6.660816510421e-01 -3.062165542039e-02 6.667851615293e-01
3.7200000000e+00 187 1 1 1 1 fd_gprime 6.653997095408e-03 -3.635095176854e-03 4.052266028316e-03 -2.519012940003e-03 -2.601731067091e-03 1.116082236851e-03 2.831014677617e-03 6.282983662811e-01 -3.533043007659e-02 6.292909314148e-01
3.7200000000e+00 187 2 2 2 2 fd_gprime 6.653997095408e-03 -3.635095176854e-03 4.052266028317e-03 -2.519012940002e-03 -2.601731067091e-03 1.116082236851e-03 2.831014677616e-03 6.282983662812e-01 -3.533043007651e-02 6.292909314149e-01
3.7200000000e+00 187 1 1 2 2 fd_gprime 2.217999031803e-03 -1.211698392285e-03 1.350755342772e-03 -8.396709800008e-04 -8.672436890304e-04 3.720274122838e-04 9.436715592056e-04 6.282983662811e-01 -3.533043007654e-02 6.292909314148e-01
3.7200000000e+00 187 2 2 1 1 fd_gprime 2.217999031803e-03 -1.211698392285e-03 1.350755342772e-03 -8.396709800008e-04 -8.672436890304e-04 3.720274122838e-04 9.436715592056e-04 6.282983662811e-01 -3.533043007654e-02 6.292909314148e-01
3.7200000000e+00 187 1 2 2 1 direct_gddot 2.217999031803e-03 -1.211698392285e-03 1.338948420902e-03 -8.523480209146e-04 -8.790506109003e-04 3.593503713699e-04 9.496645017731e-04 6.266034000557e-01 -4.197192475395e-02 6.280075345319e-01
3.7200000000e+00 187 1 2 1 2 direct_gddot 2.217999031803e-03 -1.211698392285e-03 1.338948420902e-03 -8.523480209146e-04 -8.790506109003e-04 3.593503713699e-04 9.496645017731e-04 6.266034000557e-01 -4.197192475395e-02 6.280075345319e-01
3.7400000000e+00 188 1 1 1 1 fd_gprime 6.522239124425e-03 -3.563115469696e-03 3.882121462656e-03 -2.224495408934e-03 -2.640117661769e-03 1.338620060762e-03 2.960088670135e-03 6.019013436098e-01 -1.224294582945e-02 6.020258442640e-01
3.7400000000e+00 188 2 2 2 2 fd_gprime 6.522239124425e-03 -3.563115469696e-03 3.882121462657e-03 -2.224495408934e-03 -2.640117661768e-03 1.338620060762e-03 2.960088670134e-03 6.019013436099e-01 -1.224294582936e-02 6.020258442642e-01
3.7400000000e+00 188 1 1 2 2 fd_gprime 2.174079708142e-03 -1.187705156565e-03 1.294040487555e-03 -7.414984696446e-04 -8.800392205867e-04 4.462066869207e-04 9.866962233755e-04 6.019013436108e-01 -1.224294582887e-02 6.020258442651e-01
3.7400000000e+00 188 2 2 1 1 fd_gprime 2.174079708142e-03 -1.187705156565e-03 1.294040487555e-03 -7.414984696446e-04 -8.800392205867e-04 4.462066869207e-04 9.866962233755e-04 6.019013436108e-01 -1.224294582887e-02 6.020258442651e-01
3.7400000000e+00 188 1 2 2 1 direct_gddot 2.174079708142e-03 -1.187705156565e-03 1.277001398145e-03 -7.384771616142e-04 -8.970783099967e-04 4.492279949510e-04 1.003272288920e-03 5.952806820835e-01 -1.447013455030e-02 5.954565267555e-01
3.7400000000e+00 188 1 2 1 2 direct_gddot 2.174079708142e-03 -1.187705156565e-03 1.277001398145e-03 -7.384771616142e-04 -8.970783099967e-04 4.492279949510e-04 1.003272288920e-03 5.952806820835e-01 -1.447013455030e-02 5.954565267555e-01
3.7600000000e+00 189 1 1 1 1 fd_gprime 6.393090136151e-03 -3.492561056235e-03 3.961797689266e-03 -1.973806777165e-03 -2.431292446886e-03 1.518754279069e-03 2.866670110507e-03 6.071607849284e-01 2.295280248256e-02 6.075944781651e-01
3.7600000000e+00 189 2 2 2 2 fd_gprime 6.393090136151e-03 -3.492561056235e-03 3.961797689265e-03 -1.973806777166e-03 -2.431292446886e-03 1.518754279069e-03 2.866670110507e-03 6.071607849283e-01 2.295280248247e-02 6.075944781650e-01
3.7600000000e+00 189 1 1 2 2 fd_gprime 2.131030045384e-03 -1.164187018745e-03 1.320599229756e-03 -6.579355923891e-04 -8.104308156280e-04 5.062514263558e-04 9.555567035015e-04 6.071607849287e-01 2.295280248245e-02 6.075944781654e-01
3.7600000000e+00 189 2 2 1 1 fd_gprime 2.131030045384e-03 -1.164187018745e-03 1.320599229756e-03 -6.579355923891e-04 -8.104308156280e-04 5.062514263558e-04 9.555567035015e-04 6.071607849287e-01 2.295280248245e-02 6.075944781654e-01
3.7600000000e+00 189 1 2 2 1 direct_gddot 2.131030045384e-03 -1.164187018745e-03 1.313895097060e-03 -6.421017515063e-04 -8.171349483239e-04 5.220852672385e-04 9.696816745921e-04 6.016117996433e-01 2.735151298706e-02 6.022332295156e-01
3.7600000000e+00 189 1 2 1 2 direct_gddot 2.131030045384e-03 -1.164187018745e-03 1.313895097060e-03 -6.421017515063e-04 -8.171349483239e-04 5.220852672385e-04 9.696816745921e-04 6.016117996433e-01 2.735151298706e-02 6.022332295156e-01
3.7800000000e+00 190 1 1 1 1 fd_gprime 6.266498469257e-03 -3.423403713764e-03 4.140434276564e-03 -1.954834203718e-03 -2.126064192692e-03 1.468569510045e-03 2.583959240639e-03 6.401068129939e-01 3.774194444486e-02 6.412185168971e-01
3.7800000000e+00 190 2 2 2 2 fd_gprime 6.266498469257e-03 -3.423403713764e-03 4.140434276563e-03 -1.954834203718e-03 -2.126064192694e-03 1.468569510045e-03 2.583959240640e-03 6.401068129937e-01 3.774194444477e-02 6.412185168969e-01
3.7800000000e+00 190 1 1 2 2 fd_gprime 2.088832823086e-03 -1.141134571255e-03 1.380144758853e-03 -6.516114012390e-04 -7.086880642325e-04 4.895231700156e-04 8.613197468813e-04 6.401068129932e-01 3.774194444468e-02 6.412185168964e-01
3.7800000000e+00 190 2 2 1 1 fd_gprime 2.088832823086e-03 -1.141134571255e-03 1.380144758853e-03 -6.516114012390e-04 -7.086880642325e-04 4.895231700156e-04 8.613197468813e-04 6.401068129932e-01 3.774194444468e-02 6.412185168964e-01
3.7800000000e+00 190 1 2 2 1 direct_gddot 2.088832823086e-03 -1.141134571255e-03 1.389720287689e-03 -6.375483162180e-04 -6.991125353966e-04 5.035862550366e-04 8.616016790898e-04 6.408046982240e-01 4.485570951983e-02 6.423727079683e-01
3.7800000000e+00 190 1 2 1 2 direct_gddot 2.088832823086e-03 -1.141134571255e-03 1.389720287689e-03 -6.375483162180e-04 -6.991125353966e-04 5.035862550366e-04 8.616016790898e-04 6.408046982240e-01 4.485570951983e-02 6.423727079683e-01
3.8000000000e+00 191 1 1 1 1 fd_gprime 6.142413485378e-03 -3.355615778425e-03 4.179668985934e-03 -2.142193176188e-03 -1.962744499444e-03 1.213422602236e-03 2.307544231800e-03 6.707906590289e-01 1.770029704575e-02 6.710241491600e-01
3.8000000000e+00 191 2 2 2 2 fd_gprime 6.142413485378e-03 -3.355615778425e-03 4.179668985934e-03 -2.142193176188e-03 -1.962744499444e-03 1.213422602236e-03 2.307544231800e-03 6.707906590289e-01 1.770029704575e-02 6.710241491600e-01
3.8000000000e+00 191 1 1 2 2 fd_gprime 2.047471161793e-03 -1.118538592808e-03 1.393222995313e-03 -7.140643920624e-04 -6.542481664793e-04 4.044742007459e-04 7.691814105987e-04 6.707906590295e-01 1.770029704630e-02 6.710241491607e-01
3.8000000000e+00 191 2 2 1 1 fd_gprime 2.047471161793e-03 -1.118538592808e-03 1.393222995313e-03 -7.140643920624e-04 -6.542481664793e-04 4.044742007459e-04 7.691814105987e-04 6.707906590295e-01 1.770029704630e-02 6.710241491607e-01
3.8000000000e+00 191 1 2 2 1 direct_gddot 2.047471161793e-03 -1.118538592808e-03 1.410061048107e-03 -7.145819987952e-04 -6.374101136854e-04 4.039565940130e-04 7.546340721668e-04 6.772306136165e-01 2.096565732747e-02 6.775550625643e-01
3.8000000000e+00 191 1 2 1 2 direct_gddot 2.047471161793e-03 -1.118538592808e-03 1.410061048107e-03 -7.145819987952e-04 -6.374101136854e-04 4.039565940130e-04 7.546340721668e-04 6.772306136165e-01 2.096565732747e-02 6.775550625643e-01
3.8200000000e+00 192 1 1 1 1 fd_gprime 6.020785548857e-03 -3.289170134139e-03 3.972709012962e-03 -2.322690982477e-03 -2.048076535895e-03 9.664791516627e-04 2.264663208400e-03 6.704814394400e-01 -1.949304711541e-02 6.707647423049e-01
3.8200000000e+00 192 2 2 2 2 fd_gprime 6.020785548857e-03 -3.289170134139e-03 3.972709012964e-03 -2.322690982477e-03 -2.048076535894e-03 9.664791516624e-04 2.264663208399e-03 6.704814394402e-01 -1.949304711536e-02 6.707647423051e-01
3.8200000000e+00 192 1 1 2 2 fd_gprime 2.006928516286e-03 -1.096390044713e-03 1.324236337654e-03 -7.742303274925e-04 -6.826921786322e-04 3.221597172206e-04 7.548877361338e-04 6.704814394399e-01 -1.949304711565e-02 6.707647423048e-01
3.8200000000e+00 192 2 2 1 1 fd_gprime 2.006928516286e-03 -1.096390044713e-03 1.324236337654e-03 -7.742303274925e-04 -6.826921786322e-04 3.221597172206e-04 7.548877361338e-04 6.704814394399e-01 -1.949304711565e-02 6.707647423048e-01
3.8200000000e+00 192 1 2 2 1 direct_gddot 2.006928516286e-03 -1.096390044713e-03 1.332768121617e-03 -7.886591242607e-04 -6.741603946692e-04 3.077309204524e-04 7.410739215106e-04 6.767803534600e-01 -2.324142683269e-02 6.771793047271e-01
3.8200000000e+00 192 1 2 1 2 direct_gddot 2.006928516286e-03 -1.096390044713e-03 1.332768121617e-03 -7.886591242607e-04 -6.741603946692e-04 3.077309204524e-04 7.410739215106e-04 6.767803534600e-01 -2.324142683269e-02 6.771793047271e-01
3.8400000000e+00 193 1 1 1 1 fd_gprime 5.901566006892e-03 -3.224040201763e-03 3.640678142610e-03 -2.292424016388e-03 -2.260887864282e-03 9.316161853752e-04 2.445306249063e-03 6.385384171506e-01 -3.960821396411e-02 6.397656764712e-01
3.8400000000e+00 193 2 2 2 2 fd_gprime 5.901566006892e-03 -3.224040201763e-03 3.640678142611e-03 -2.292424016389e-03 -2.260887864281e-03 9.316161853749e-04 2.445306249063e-03 6.385384171507e-01 -3.960821396410e-02 6.397656764713e-01
3.8400000000e+00 193 1 1 2 2 fd_gprime 1.967188668964e-03 -1.074680067254e-03 1.213559380869e-03 -7.641413387964e-04 -7.536292880952e-04 3.105387284581e-04 8.151020830223e-04 6.385384171501e-01 -3.960821396452e-02 6.397656764707e-01
3.8400000000e+00 193 2 2 1 1 fd_gprime 1.967188668964e-03 -1.074680067254e-03 1.213559380869e-03 -7.641413387964e-04 -7.536292880952e-04 3.105387284581e-04 8.151020830223e-04 6.385384171501e-01 -3.960821396452e-02 6.397656764707e-01
3.8400000000e+00 193 1 2 2 1 direct_gddot 1.967188668964e-03 -1.074680067254e-03 1.205983029671e-03 -7.790858810757e-04 -7.612056392932e-04 2.955941861788e-04 8.165843178720e-04 6.387685749119e-01 -4.707938160198e-02 6.405011791301e-01
3.8400000000e+00 193 1 2 1 2 direct_gddot 1.967188668964e-03 -1.074680067254e-03 1.205983029671e-03 -7.790858810757e-04 -7.612056392932e-04 2.955941861788e-04 8.165843178720e-04 6.387685749119e-01 -4.707938160198e-02 6.405011791301e-01
3.8600000000e+00 194 1 1 1 1 fd_gprime 5.784707170067e-03 -3.160199928456e-03 3.419340599547e-03 -2.043315129124e-03 -2.365366570520e-03 1.116884799333e-03 2.615796373557e-03 6.038515346894e-01 -2.334146715304e-02 6.043024905092e-01
3.8600000000e+00 194 2 2 2 2 fd_gprime 5.784707170067e-03 -3.160199928456e-03 3.419340599545e-03 -2.043315129124e-03 -2.365366570522e-03 1.116884799333e-03 2.615796373559e-03 6.038515346892e-01 -2.334146715314e-02 6.043024905090e-01
3.8600000000e+00 194 1 1 2 2 fd_gprime 1.928235723356e-03 -1.053399976152e-03 1.139780199850e-03 -6.811050430411e-04 -7.884555235062e-04 3.722949331109e-04 8.719321245186e-04 6.038515346896e-01 -2.334146715288e-02 6.043024905094e-01
3.8600000000e+00 194 2 2 1 1 fd_gprime 1.928235723356e-03 -1.053399976152e-03 1.139780199850e-03 -6.811050430411e-04 -7.884555235062e-04 3.722949331109e-04 8.719321245186e-04 6.038515346896e-01 -2.334146715288e-02 6.043024905094e-01
3.8600000000e+00 194 1 2 2 1 direct_gddot 1.928235723356e-03 -1.053399976152e-03 1.123121394880e-03 -6.828373723153e-04 -8.051143284760e-04 3.705626038368e-04 8.862988916160e-04 5.975758779842e-01 -2.766827522771e-02 5.982160674895e-01
3.8600000000e+00 194 1 2 1 2 direct_gddot 1.928235723356e-03 -1.053399976152e-03 1.123121394880e-03 -6.828373723153e-04 -8.051143284760e-04 3.705626038368e-04 8.862988916160e-04 5.975758779842e-01 -2.766827522771e-02 5.982160674895e-01
3.8800000000e+00 195 1 1 1 1 fd_gprime 5.670162293286e-03 -3.097623777257e-03 3.442065468799e-03 -1.768463813544e-03 -2.228096824487e-03 1.329159963713e-03 2.594432822107e-03 5.987423300114e-01 1.520497296028e-02 5.989353629151e-01
3.8800000000e+00 195 2 2 2 2 fd_gprime 5.670162293286e-03 -3.097623777257e-03 3.442065468798e-03 -1.768463813543e-03 -2.228096824487e-03 1.329159963714e-03 2.594432822108e-03 5.987423300113e-01 1.520497296028e-02 5.989353629150e-01
3.8800000000e+00 195 1 1 2 2 fd_gprime 1.890054097762e-03 -1.032541259086e-03 1.147355156266e-03 -5.894879378472e-04 -7.426989414961e-04 4.430533212384e-04 8.648109407031e-04 5.987423300110e-01 1.520497296044e-02 5.989353629147e-01
3.8800000000e+00 195 2 2 1 1 fd_gprime 1.890054097762e-03 -1.032541259086e-03 1.147355156266e-03 -5.894879378472e-04 -7.426989414961e-04 4.430533212384e-04 8.648109407031e-04 5.987423300110e-01 1.520497296044e-02 5.989353629147e-01
3.8800000000e+00 195 1 2 2 1 direct_gddot 1.890054097762e-03 -1.032541259086e-03 1.136882900392e-03 -5.765170155449e-04 -7.531711973702e-04 4.560242435407e-04 8.804686043494e-04 5.915877478573e-01 1.815913233805e-02 5.918663848388e-01
3.8800000000e+00 195 1 2 1 2 direct_gddot 1.890054097762e-03 -1.032541259086e-03 1.136882900392e-03 -5.765170155449e-04 -7.531711973702e-04 4.560242435407e-04 8.804686043494e-04 5.915877478573e-01 1.815913233805e-02 5.918663848388e-01
3.9000000000e+00 196 1 1 1 1 fd_gprime 5.557885557064e-03 -3.036286716871e-03 3.618764205646e-03 -1.683288659303e-03 -1.939121351417e-03 1.352998057568e-03 2.364486278096e-03 6.288748972212e-01 4.069098497645e-02 6.301899654972e-01
3.9000000000e+00 196 2 2 2 2 fd_gprime 5.557885557064e-03 -3.036286716871e-03 3.618764205647e-03 -1.683288659303e-03 -1.939121351417e-03 1.352998057568e-03 2.364486278096e-03 6.288748972213e-01 4.069098497651e-02 6.301899654973e-01
3.9000000000e+00 196 1 1 2 2 fd_gprime 1.852628519021e-03 -1.012095572290e-03 1.206254735216e-03 -5.610962197680e-04 -6.463737838049e-04 4.509993525223e-04 7.881620926978e-04 6.288748972217e-01 4.069098497653e-02 6.301899654977e-01
3.9000000000e+00 196 2 2 1 1 fd_gprime 1.852628519021e-03 -1.012095572290e-03 1.206254735216e-03 -5.610962197680e-04 -6.463737838049e-04 4.509993525223e-04 7.881620926978e-04 6.288748972217e-01 4.069098497653e-02 6.301899654977e-01
3.9000000000e+00 196 1 2 2 1 direct_gddot 1.852628519021e-03 -1.012095572290e-03 1.211419587855e-03 -5.454070308231e-04 -6.412089311663e-04 4.666885414671e-04 7.930618438332e-04 6.274589191167e-01 4.838604290530e-02 6.293217812273e-01
3.9000000000e+00 196 1 2 1 2 direct_gddot 1.852628519021e-03 -1.012095572290e-03 1.211419587855e-03 -5.454070308231e-04 -6.412089311663e-04 4.666885414671e-04 7.930618438332e-04 6.274589191167e-01 4.838604290530e-02 6.293217812273e-01
3.9200000000e+00 197 1 1 1 1 fd_gprime 5.447832049205e-03 -2.976164211656e-03 3.720626960864e-03 -1.828077337547e-03 -1.727205088341e-03 1.148086874109e-03 2.073967426864e-03 6.671611991358e-01 2.891130734274e-02 6.677873383979e-01
3.9200000000e+00 197 2 2 2 2 fd_gprime 5.447832049205e-03 -2.976164211656e-03 3.720626960863e-03 -1.828077337547e-03 -1.727205088342e-03 1.148086874109e-03 2.073967426864e-03 6.671611991357e-01 2.891130734268e-02 6.677873383978e-01
3.9200000000e+00 197 1 1 2 2 fd_gprime 1.815944016402e-03 -9.920547372185e-04 1.240208986953e-03 -6.093591125162e-04 -5.757350294487e-04 3.826956247023e-04 6.913224756223e-04 6.671611991353e-01 2.891130734213e-02 6.677873383974e-01
3.9200000000e+00 197 2 2 1 1 fd_gprime 1.815944016402e-03 -9.920547372185e-04 1.240208986953e-03 -6.093591125162e-04 -5.757350294487e-04 3.826956247023e-04 6.913224756223e-04 6.671611991353e-01 2.891130734213e-02 6.677873383974e-01
3.9200000000e+00 197 1 2 2 1 direct_gddot 1.815944016402e-03 -9.920547372185e-04 1.256051374667e-03 -6.053036884277e-04 -5.598926417346e-04 3.867510487908e-04 6.804822877999e-04 6.729404369422e-01 3.430175123463e-02 6.738141003346e-01
3.9200000000e+00 197 1 2 1 2 direct_gddot 1.815944016402e-03 -9.920547372185e-04 1.256051374667e-03 -6.053036884277e-04 -5.598926417346e-04 3.867510487908e-04 6.804822877999e-04 6.729404369422e-01 3.430175123463e-02 6.738141003346e-01
3.9400000000e+00 198 1 1 1 1 fd_gprime 5.339957746835e-03 -2.917232211808e-03 3.590982632792e-03 -2.032875747019e-03 -1.748975114043e-03 8.843564647884e-04 1.959847010956e-03 6.780769746050e-01 -1.025621497641e-02 6.781545350694e-01
3.9400000000e+00 198 2 2 2 2 fd_gprime 5.339957746835e-03 -2.917232211808e-03 3.590982632792e-03 -2.032875747019e-03 -1.748975114043e-03 8.843564647887e-04 1.959847010957e-03 6.780769746050e-01 -1.025621497636e-02 6.781545350693e-01
3.9400000000e+00 198 1 1 2 2 fd_gprime 1.779985915612e-03 -9.724107372693e-04 1.196994210931e-03 -6.776252490065e-04 -5.829917046807e-04 2.947854882627e-04 6.532823369851e-04 6.780769746052e-01 -1.025621497635e-02 6.781545350695e-01
3.9400000000e+00 198 2 2 1 1 fd_gprime 1.779985915612e-03 -9.724107372693e-04 1.196994210931e-03 -6.776252490065e-04 -5.829917046807e-04 2.947854882627e-04 6.532823369851e-04 6.780769746052e-01 -1.025621497635e-02 6.781545350695e-01
3.9400000000e+00 198 1 2 2 1 direct_gddot 1.779985915612e-03 -9.724107372693e-04 1.208831140374e-03 -6.887602049977e-04 -5.711547752379e-04 2.836505322716e-04 6.377110644602e-04 6.858304607024e-01 -1.227610896956e-02 6.859403207850e-01
3.9400000000e+00 198 1 2 1 2 direct_gddot 1.779985915612e-03 -9.724107372693e-04 1.208831140374e-03 -6.887602049977e-04 -5.711547752379e-04 2.836505322716e-04 6.377110644602e-04 6.858304607024e-01 -1.227610896956e-02 6.859403207850e-01
3.9600000000e+00 199 1 1 1 1 fd_gprime 5.234219498791e-03 -2.859467143742e-03 3.287974789219e-03 -2.075201437707e-03 -1.946244709573e-03 7.842657060350e-04 2.098318652446e-03 6.505933643888e-01 -4.104739748689e-02 6.518869646091e-01
3.9600000000e+00 199 2 2 2 2 fd_gprime 5.234219498791e-03 -2.859467143742e-03 3.287974789220e-03 -2.075201437706e-03 -1.946244709572e-03 7.842657060353e-04 2.098318652445e-03 6.505933643890e-01 -4.104739748672e-02 6.518869646092e-01
3.9600000000e+00 199 1 1 2 2 fd_gprime 1.744739832930e-03 -9.531557145806e-04 1.095991596407e-03 -6.917338125689e-04 -6.487482365235e-04 2.614219020117e-04 6.994395508146e-04 6.505933643892e-01 -4.104739748669e-02 6.518869646094e-01
3.9600000000e+00 199 2 2 1 1 fd_gprime 1.744739832930e-03 -9.531557145806e-04 1.095991596407e-03 -6.917338125689e-04 -6.487482365235e-04 2.614219020117e-04 6.994395508146e-04 6.505933643892e-01 -4.104739748669e-02 6.518869646094e-01
3.9600000000e+00 199 1 2 2 1 direct_gddot 1.744739832930e-03 -9.531557145806e-04 1.092956734380e-03 -7.076736290446e-04 -6.517830985502e-04 2.454820855360e-04 6.964787590981e-04 6.530975452195e-01 -4.881528468175e-02 6.549193351782e-01
3.9600000000e+00 199 1 2 1 2 direct_gddot 1.744739832930e-03 -9.531557145806e-04 1.092956734380e-03 -7.076736290446e-04 -6.517830985502e-04 2.454820855360e-04 6.964787590981e-04 6.530975452195e-01 -4.881528468175e-02 6.549193351782e-01
3.9800000000e+00 200 1 1 1 1 fd_gprime 5.130575008361e-03 -2.802845900660e-03 3.029135719144e-03 -1.884249875312e-03 -2.101439289217e-03 9.185960253482e-04 2.293439718861e-03 6.092227792538e-01 -3.443908443080e-02 6.101954156646e-01
3.9800000000e+00 200 2 2 2 2 fd_gprime 5.130575008361e-03 -2.802845900660e-03 3.029135719144e-03 -1.884249875312e-03 -2.101439289217e-03 9.185960253482e-04 2.293439718861e-03 6.092227792538e-01 -3.443908443080e-02 6.101954156646e-01
3.9800000000e+00 200 1 1 2 2 fd_gprime 1.710191669454e-03 -9.342819668866e-04 1.009711906381e-03 -6.280832917707e-04 -7.004797630722e-04 3.061986751159e-04 7.644799062869e-04 6.092227792538e-01 -3.443908443087e-02 6.101954156647e-01
3.9800000000e+00 200 2 2 1 1 fd_gprime 1.710191669454e-03 -9.342819668866e-04 1.009711906381e-03 -6.280832917707e-04 -7.004797630722e-04 3.061986751159e-04 7.644799062869e-04 6.092227792538e-01 -3.443908443087e-02 6.101954156647e-01
3.9800000000e+00 200 1 2 2 1 direct_gddot 1.710191669454e-03 -9.342819668866e-04 9.946651065944e-04 -6.341484670605e-04 -7.155265628593e-04 3.001334998262e-04 7.759242101360e-04 6.039388828023e-01 -4.087217883535e-02 6.053203359901e-01
3.9800000000e+00 200 1 2 1 2 direct_gddot 1.710191669454e-03 -9.342819668866e-04 9.946651065944e-04 -6.341484670605e-04 -7.155265628593e-04 3.001334998262e-04 7.759242101360e-04 6.039388828023e-01 -4.087217883535e-02 6.053203359901e-01
4.0000000000e+00 201 1 1 1 1 fd_gprime 5.028982816364e-03 -2.747345833310e-03 2.990597964986e-03 -1.604183087221e-03 -2.038384851378e-03 1.143162746089e-03 2.337056667343e-03 5.921971382121e-01 4.531185286662e-03 5.922144730980e-01
4.0000000000e+00 201 2 2 2 2 fd_gprime 5.028982816364e-03 -2.747345833310e-03 2.990597964984e-03 -1.604183087221e-03 -2.038384851379e-03 1.143162746089e-03 2.337056667344e-03 5.921971382120e-01 4.531185286492e-03 5.922144730978e-01
4.0000000000e+00 201 1 1 2 2 fd_gprime 1.676327605455e-03 -9.157819444367e-04 9.968659883317e-04 -5.347276957402e-04 -6.794616171228e-04 3.810542486965e-04 7.790188891117e-04 5.921971382136e-01 4.531185287472e-03 5.922144730994e-01
4.0000000000e+00 201 2 2 1 1 fd_gprime 1.676327605455e-03 -9.157819444367e-04 9.968659883317e-04 -5.347276957402e-04 -6.794616171228e-04 3.810542486965e-04 7.790188891117e-04 5.921971382136e-01 4.531185287472e-03 5.922144730994e-01
4.0000000000e+00 201 1 2 2 1 direct_gddot 1.676327605455e-03 -9.157819444367e-04 9.836375434401e-04 -5.254269882610e-04 -6.926900620144e-04 3.903549561757e-04 7.951078630126e-04 5.837852742196e-01 5.484026670835e-03 5.838110318795e-01
4.0000000000e+00 201 1 2 1 2 direct_gddot 1.676327605455e-03 -9.157819444367e-04 9.836375434401e-04 -5.254269882610e-04 -6.926900620144e-04 3.903549561757e-04 7.951078630126e-04 5.837852742196e-01 5.484026670835e-03 5.838110318795e-01
4.0200000000e+00 202 1 1 1 1 fd_gprime 4.929402284565e-03 -2.692944740925e-03 3.146220452480e-03 -1.459976471090e-03 -1.783181832085e-03 1.232968269835e-03 2.167936392217e-03 6.161658256219e-01 4.043574394006e-02 6.174911935018e-01
4.0200000000e+00 202 2 2 2 2 fd_gprime 4.929402284565e-03 -2.692944740925e-03 3.146220452480e-03 -1.459976471091e-03 -1.783181832085e-03 1.232968269835e-03 2.167936392217e-03 6.161658256218e-01 4.043574393995e-02 6.174911935017e-01
4.0200000000e+00 202 1 1 2 2 fd_gprime 1.643134094855e-03 -8.976482469751e-04 1.048740150828e-03 -4.866588236969e-04 -5.943939440272e-04 4.109894232783e-04 7.226454640713e-04 6.161658256224e-01 4.043574394027e-02 6.174911935024e-01
4.0200000000e+00 202 2 2 1 1 fd_gprime 1.643134094855e-03 -8.976482469751e-04 1.048740150828e-03 -4.866588236969e-04 -5.943939440272e-04 4.109894232783e-04 7.226454640713e-04 6.161658256224e-01 4.043574394027e-02 6.174911935024e-01
4.0200000000e+00 202 1 2 2 1 direct_gddot 1.643134094855e-03 -8.976482469751e-04 1.049359307934e-03 -4.706250886409e-04 -5.937747869211e-04 4.270231583342e-04 7.313803903147e-04 6.123504846387e-01 4.810943347648e-02 6.142374407561e-01
4.0200000000e+00 202 1 2 1 2 direct_gddot 1.643134094855e-03 -8.976482469751e-04 1.049359307934e-03 -4.706250886409e-04 -5.937747869211e-04 4.270231583342e-04 7.313803903147e-04 6.123504846387e-01 4.810943347648e-02 6.142374407561e-01
4.0400000000e+00 203 1 1 1 1 fd_gprime 4.831793579423e-03 -2.639620862344e-03 3.293510808870e-03 -1.550614083312e-03 -1.538282770553e-03 1.089006779031e-03 1.884741267908e-03 6.599825663620e-01 3.963117722070e-02 6.611713984359e-01
4.0400000000e+00 203 2 2 2 2 fd_gprime 4.831793579423e-03 -2.639620862344e-03 3.293510808870e-03 -1.550614083312e-03 -1.538282770552e-03 1.089006779031e-03 1.884741267908e-03 6.599825663621e-01 3.963117722076e-02 6.611713984360e-01
4.0400000000e+00 203 1 1 2 2 fd_gprime 1.610597859808e-03 -8.798736207812e-04 1.097836936288e-03 -5.168713611036e-04 -5.127609235200e-04 3.630022596775e-04 6.282470893049e-04 6.599825663608e-01 3.963117722029e-02 6.611713984346e-01
