# RMRT reduced dynamics serialized by upper-triangular density-matrix entries
# diagonal entries: p_i = real(σ[i,i])
# off-diagonal entries for i<j: c_ij = σ[i,j], with real, imag, abs, phase
# derivative columns use prefix p -> prime: trp, dp, cp

---- RMRT reduced dynamics: serialized upper-triangular matrix [exciton basis] ----
          time              tr_re              tr_im                 p1                 p2             c12_re             c12_im            c12_abs          c12_phase             trp_re             trp_im                dp1                dp2            cp12_re            cp12_im           cp12_abs         cp12_phase
     32.800000     1.00000000e+00     0.00000000e+00     2.85067008e-01     7.14932992e-01    -2.14933070e-01    -3.27104577e-07     2.14933070e-01    -3.14159113e+00     0.00000000e+00     0.00000000e+00    -7.48525820e-05     7.48525820e-05    -7.54047349e-05     2.60569812e-07     7.54051851e-05     3.13813705e+00
     32.810000     1.00000000e+00     5.29395592e-23     2.85066260e-01     7.14933740e-01    -2.14933824e-01    -3.24498878e-07     2.14933824e-01    -3.14159114e+00     0.00000000e+00     0.00000000e+00    -7.46487023e-05     7.46487023e-05    -7.52404792e-05     2.29483048e-07     7.52408292e-05     3.13854267e+00
     32.820000     1.00000000e+00     2.64697796e-23     2.85065513e-01     7.14934487e-01    -2.14934576e-01    -3.22204048e-07     2.14934576e-01    -3.14159115e+00     0.00000000e+00    -2.64697796e-23    -7.44577298e-05     7.44577298e-05    -7.50941330e-05     1.96416333e-07     7.50943898e-05     3.13897706e+00
     32.830000     1.00000000e+00     0.00000000e+00     2.85064769e-01     7.14935231e-01    -2.14935327e-01    -3.20239885e-07     2.14935327e-01    -3.14159116e+00     0.00000000e+00     2.64697796e-23    -7.42852784e-05     7.42852784e-05    -7.49588834e-05     1.70750748e-07     7.49590778e-05     3.13931473e+00
     32.840000     1.00000000e+00     0.00000000e+00     2.85064026e-01     7.14935974e-01    -2.14936077e-01    -3.18532377e-07     2.14936077e-01    -3.14159117e+00     0.00000000e+00     0.00000000e+00    -7.41325881e-05     7.41325881e-05    -7.48252278e-05     1.60052383e-07     7.48253990e-05     3.13945364e+00
     32.850000     1.00000000e+00     0.00000000e+00     2.85063285e-01     7.14936715e-01    -2.14936825e-01    -3.16931853e-07     2.14936825e-01    -3.14159118e+00     0.00000000e+00    -6.61744490e-24    -7.39963111e-05     7.39963111e-05    -7.46832158e-05     1.68249592e-07     7.46834054e-05     3.13933981e+00
     32.860000     1.00000000e+00     0.00000000e+00     2.85062545e-01     7.14937455e-01    -2.14937572e-01    -3.15249357e-07     2.14937572e-01    -3.14159119e+00     0.00000000e+00     0.00000000e+00    -7.38692844e-05     7.38692844e-05    -7.45249360e-05     1.94648527e-07     7.45251902e-05     3.13898080e+00
     32.870000     1.00000000e+00    -2.64697796e-23     2.85061806e-01     7.14938194e-01    -2.14938317e-01    -3.13302872e-07     2.14938317e-01    -3.14159120e+00     0.00000000e+00     0.00000000e+00    -7.37421450e-05     7.37421450e-05    -7.43465951e-05     2.34045479e-07     7.43469635e-05     3.13844463e+00
     32.880000     1.00000000e+00     2.64697796e-23     2.85061069e-01     7.14938931e-01    -2.14939061e-01    -3.10962417e-07     2.14939061e-01    -3.14159121e+00     0.00000000e+00    -2.64697796e-23    -7.36055204e-05     7.36055204e-05    -7.41495500e-05     2.77962794e-07     7.41500710e-05     3.13784399e+00
     32.890000     1.00000000e+00    -2.64697796e-23     2.85060332e-01     7.14939668e-01    -2.14939802e-01    -3.08182789e-07     2.14939802e-01    -3.14159122e+00     0.00000000e+00     0.00000000e+00    -7.34523545e-05     7.34523545e-05    -7.39399426e-05     3.16746850e-07     7.39406211e-05     3.13730884e+00
