PHASE_TRACE itr t a b abs_c REAL_c IMAG_c REAL_rhs_diag IMAG_rhs_diag REAL_rhs_local_raw IMAG_rhs_local_raw REAL_rhs_local_app IMAG_rhs_local_app REAL_rhs_mem_core_app IMAG_rhs_mem_core_app REAL_rhs_L0Q_raw IMAG_rhs_L0Q_raw REAL_rhs_L0Q_app IMAG_rhs_L0Q_app REAL_rhs_total IMAG_rhs_total REAL_rhs_heom_fd IMAG_rhs_heom_fd omega_total omega_heom_fd omega_diag omega_local_raw omega_local_app omega_mem_core_app omega_L0Q_raw omega_L0Q_app omega_L0Q_A_raw omega_L0Q_B_raw growth_total growth_heom_fd growth_L0Q_raw growth_L0Q_app
PHASE_TRACE 1339 1.3380000000e+01 1 2 +1.191974253527e-02 +9.190047740000e-03 -7.591000240000e-03 +7.059311765444e-03 +1.603306103302e-02 +0.000000000000e+00 -9.872774403613e-02 +0.000000000000e+00 -9.872774403613e-02 -1.483154690642e-18 +2.096561946825e-03 -1.009660656696e-02 +7.058350187755e-02 -1.009660656696e-02 +7.058350187755e-02 -3.037294801517e-03 -1.001461917874e-02 -1.787709680000e-04 -1.166784890000e-03 -8.100416779285e-01 -8.502137540606e-02 +1.414213562373e+00 -6.385916435530e+00 -6.385916435530e+00 +1.356100002593e-01 +4.026051194969e+00 +4.026051194969e+00 -3.447335240783e+00 +7.473386435752e+00 +3.385979984091e-01 +5.077517835751e-02 -4.424173116888e+00 -4.424173116888e+00 
PHASE_TRACE 1340 1.3390000000e+01 1 2 +1.192588772095e-02 +9.188424460000e-03 -7.602608360000e-03 +7.076384673288e-03 +1.603540258017e-02 -1.284560180448e-17 -9.872861903629e-02 -1.284560180448e-17 -9.872861903629e-02 +1.310359969402e-18 +2.095262170297e-03 -1.007736709947e-02 +7.060815069118e-02 -1.007736709947e-02 +7.060815069118e-02 -3.000982426183e-03 -9.989803594647e-03 -1.460399910000e-04 -1.154621670000e-03 -8.057964564133e-01 -8.239965338103e-02 +1.414213562373e+00 -6.378266762952e+00 -6.378266762952e+00 +1.353623821636e-01 +4.022894362002e+00 +4.022894362002e+00 -3.445318234475e+00 +7.468212596477e+00 +3.401206010245e-01 +5.228451349272e-02 -4.425335114245e+00 -4.425335114245e+00 
PHASE_TRACE 1341 1.3400000000e+01 1 2 +1.193221306376e-02 +9.187126940000e-03 -7.614092670000e-03 +7.093158983336e-03 +1.603814964357e-02 -2.197731127640e-17 -9.872919749271e-02 -2.197731127640e-17 -9.872919749271e-02 -8.385626177818e-20 +2.094148072733e-03 -1.005813828111e-02 +7.063275828261e-02 -1.005813828111e-02 +7.063275828261e-02 -2.964979297769e-03 -9.964141493795e-03 -1.136213740000e-04 -1.142026840000e-03 -8.015121258262e-01 -7.976718638506e-02 +1.414213562373e+00 -6.370643824619e+00 -6.370643824619e+00 +1.351279239192e-01 +4.019790212501e+00 +4.019790212501e+00 -3.443208610189e+00 +7.462998822690e+00 +3.415440240341e-01 +5.374186929010e-02 -4.426323238878e+00 -4.426323238878e+00 
PHASE_TRACE 1342 1.3410000000e+01 1 2 +1.193871265641e-02 +9.186152030000e-03 -7.625448890000e-03 +7.109626452668e-03 +1.604129889430e-02 +1.015331459187e-17 -9.872933854034e-02 +1.015331459187e-17 -9.872933854034e-02 -8.639736061994e-20 +2.093139959510e-03 -1.003889683481e-02 +7.065733034576e-02 -1.003889683481e-02 +7.065733034576e-02 -2.929270382142e-03 -9.937569340778e-03 -8.151943500000e-05 -1.129007110000e-03 -7.971847645725e-01 -7.712504505174e-02 +1.414213562373e+00 -6.363042980674e+00 -6.363042980674e+00 +1.349015371098e-01 +4.016743116619e+00 +4.016743116619e+00 -3.441007841652e+00 +7.457750958271e+00 +3.428662279599e-01 +5.514753647954e-02 -4.427138375462e+00 -4.427138375462e+00 
PHASE_TRACE 1343 1.3420000000e+01 1 2 +1.194538063341e-02 +9.185496550000e-03 -7.636672810000e-03 +7.125778136130e-03 +1.604484768455e-02 +0.000000000000e+00 -9.872900863351e-02 +0.000000000000e+00 -9.872900863351e-02 -8.893845946170e-20 +2.092142284247e-03 -1.001963029248e-02 +7.068186604253e-02 -1.001963029248e-02 +7.068186604253e-02 -2.893852156351e-03 -9.910152622181e-03 -4.973838930000e-05 -1.115569240000e-03 -7.928193652670e-01 -7.447428298008e-02 +1.414213562373e+00 -6.355466425665e+00 -6.355466425665e+00 +1.346771352136e-01 +4.013756362812e+00 +4.013756362812e+00 -3.438718162713e+00 +7.452474525525e+00 +3.440913527560e-01 +5.650182760976e-02 -4.427781791974e+00 -4.427781791974e+00 
PHASE_TRACE 1344 1.3430000000e+01 1 2 +1.195221115003e-02 +9.185157270000e-03 -7.647760280000e-03 +7.141605424526e-03 +1.604879314940e-02 +0.000000000000e+00 -9.872828960718e-02 +0.000000000000e+00 -9.872828960718e-02 -1.101142831431e-19 +2.091066855137e-03 -1.000033993156e-02 +7.070635831409e-02 -1.000033993156e-02 +7.070635831409e-02 -2.858734507037e-03 -9.882071288549e-03 -1.828234890000e-05 -1.101720010000e-03 -7.884289532634e-01 -7.181593466645e-02 +1.414213562373e+00 -6.347923674624e+00 -6.347923674624e+00 +1.344491315282e-01 +4.010832027460e+00 +4.010832027460e+00 -3.436342519709e+00 +7.447174547169e+00 +3.452288330098e-01 +5.780507487306e-02 -4.428255347763e+00 -4.428255347763e+00 
PHASE_TRACE 1345 1.3440000000e+01 1 2 +1.195919837525e-02 +9.185130900000e-03 -7.658707210000e-03 +7.157101034750e-03 +1.605313136714e-02 -1.015782835623e-17 -9.872735847043e-02 -1.015782835623e-17 -9.872735847043e-02 -2.918028503291e-18 +2.089854213601e-03 -9.981040340536e-03 +7.073079571802e-02 -9.981040340536e-03 +7.073079571802e-02 -2.823939305787e-03 -9.853577171673e-03 +1.284467730000e-05 -1.087466250000e-03 -7.840317339496e-01 -6.915101725545e-02 +1.414213562373e+00 -6.340430222920e+00 -6.340430222920e+00 +1.342138088439e-01 +4.007971117753e+00 +4.007971117753e+00 -3.433884346275e+00 +7.441855464028e+00 +3.462912202897e-01 +5.905763103856e-02 -4.428561561114e+00 -4.428561561114e+00 
PHASE_TRACE 1346 1.3450000000e+01 1 2 +1.196633656535e-02 +9.185414160000e-03 -7.669509600000e-03 +7.172259711119e-03 +1.605785688799e-02 -1.015932860060e-17 -9.872644392099e-02 -1.015932860060e-17 -9.872644392099e-02 -7.623296525289e-20 +2.088487951356e-03 -9.961755709676e-03 +7.075516533788e-02 -9.961755709676e-03 +7.075516533788e-02 -2.789495998558e-03 -9.824933743763e-03 +4.363878420001e-05 -1.072814810000e-03 -7.796469626676e-01 -6.648052808936e-02 +1.414213562373e+00 -6.333004692906e+00 -6.333004692906e+00 +1.339702259265e-01 +4.005173941938e+00 +4.005173941938e+00 -3.431347193189e+00 +7.436521135128e+00 +3.472912392044e-01 +6.025986667045e-02 -4.428703485597e+00 -4.428703485597e+00 
PHASE_TRACE 1347 1.3460000000e+01 1 2 +1.197361996847e-02 +9.186003680000e-03 -7.680163510000e-03 +7.187078443084e-03 +1.606296238482e-02 +0.000000000000e+00 -9.872577026360e-02 +0.000000000000e+00 -9.872577026360e-02 +2.719822793634e-18 +2.086998467304e-03 -9.942513768088e-03 +7.077945605047e-02 -9.942513768088e-03 +7.077945605047e-02 -2.755435325004e-03 -9.796353361015e-03 +7.409616950000e-05 -1.057772570000e-03 -7.752905895658e-01 -6.380544564468e-02 +1.414213562373e+00 -6.325665255954e+00 -6.325665255954e+00 +1.337204425815e-01 +4.002440661433e+00 +4.002440661433e+00 -3.428734381628e+00 +7.431175043061e+00 +3.482388296437e-01 +6.141217057291e-02 -4.428684540541e+00 -4.428684540541e+00 
PHASE_TRACE 1348 1.3470000000e+01 1 2 +1.198104288015e-02 +9.186896080000e-03 -7.690665050000e-03 +7.201556119282e-03 +1.606843900154e-02 +0.000000000000e+00 -9.872550248451e-02 +0.000000000000e+00 -9.872550248451e-02 -1.075731843013e-19 +2.085455255948e-03 -9.923338876583e-03 +7.080366134815e-02 -9.923338876583e-03 +7.080366134815e-02 -2.721782757302e-03 -9.767946878871e-03 +1.042131350000e-04 -1.042346450000e-03 -7.709717015360e-01 -6.112672996566e-02 +1.414213562373e+00 -6.318426117856e+00 -6.318426117856e+00 +1.334690087687e-01 +3.999771845178e+00 +3.999771845178e+00 -3.426048660317e+00 +7.425820505495e+00 +3.491388532437e-01 +6.251494909341e-02 -4.428508177298e+00 -4.428508177298e+00 
PHASE_TRACE 1349 1.3480000000e+01 1 2 +1.198859965927e-02 +9.188087940000e-03 -7.701010440000e-03 +7.215692878644e-03 +1.607427695104e-02 +0.000000000000e+00 -9.872570593136e-02 +0.000000000000e+00 -9.872570593136e-02 -9.825582188150e-20 +2.083949629312e-03 -9.904245932197e-03 +7.082778102472e-02 -9.904245932197e-03 +7.082778102472e-02 -2.688553053553e-03 -9.739698326285e-03 +1.339860850000e-04 -1.026543370000e-03 -7.666906461827e-01 -5.844531972080e-02 +1.414213562373e+00 -6.311294928296e+00 -6.311294928296e+00 +1.332218453363e-01 +3.997168874404e+00 +3.997168874404e+00 -3.423292026544e+00 +7.420460900948e+00 +3.499900782349e-01 +6.356862343429e-02 -4.428177595830e+00 -4.428177595830e+00 
PHASE_TRACE 1350 1.3490000000e+01 1 2 +1.199628467070e-02 +9.189575800000e-03 -7.711195920000e-03 +7.229488974406e-03 +1.608046632164e-02 +1.016530828957e-17 -9.872633045195e-02 +1.016530828957e-17 -9.872633045195e-02 -6.691560283309e-20 +2.082572114788e-03 -9.885236611278e-03 +7.085182131362e-02 -9.885236611278e-03 +7.085182131362e-02 -2.655747636872e-03 -9.711470701901e-03 +1.634115270000e-04 -1.010370290000e-03 -7.624393130342e-01 -5.576213533818e-02 +1.414213562373e+00 -6.304271866839e+00 -6.304271866839e+00 +1.329847947738e-01 +3.994634196658e+00 +3.994634196658e+00 -3.420465733027e+00 +7.415099929685e+00 +3.507856459538e-01 +6.457363108211e-02 -4.427695512391e+00 -4.427695512391e+00 
PHASE_TRACE 1351 1.3500000000e+01 1 2 +1.200409235122e-02 +9.191356170000e-03 -7.721217840000e-03 +7.242943872732e-03 +1.608699798955e-02 +0.000000000000e+00 -9.872722284125e-02 +0.000000000000e+00 -9.872722284125e-02 -8.809142651445e-20 +2.081390070828e-03 -9.866298874402e-03 +7.087579344580e-02 -9.866298874402e-03 +7.087579344580e-02 -2.623355001670e-03 -9.683041335078e-03 +1.924860720000e-04 -9.938342110000e-04 -7.582034474027e-01 -5.307807837438e-02 +1.414213562373e+00 -6.297350417178e+00 -6.297350417178e+00 +1.327621931786e-01 +3.992171214224e+00 +3.992171214224e+00 -3.417570457742e+00 +7.409741671965e+00 +3.515149367522e-01 +6.553042516436e-02 -4.427064050332e+00 -4.427064050332e+00 
PHASE_TRACE 1352 1.3510000000e+01 1 2 +1.201201717767e-02 +9.193425530000e-03 -7.731072610000e-03 +7.256055392047e-03 +1.609386426926e-02 +0.000000000000e+00 -9.872816450809e-02 +0.000000000000e+00 -9.872816450809e-02 -1.151964808266e-19 +2.080431002843e-03 -9.847409834028e-03 +7.089971098378e-02 -9.847409834028e-03 +7.089971098378e-02 -2.591354441981e-03 -9.654158252204e-03 +2.212064350000e-04 -9.769421190000e-04 -7.539664738583e-01 -5.039402829188e-02 +1.414213562373e+00 -6.290519837634e+00 -6.290519837634e+00 +1.325558168677e-01 +3.989783984535e+00 +3.989783984535e+00 -3.414606625186e+00 +7.404390609721e+00 +3.521663500029e-01 +6.643947077634e-02 -4.426284781869e+00 -4.426284781869e+00 
PHASE_TRACE 1353 1.3520000000e+01 1 2 +1.202005363797e-02 +9.195780300000e-03 -7.740756690000e-03 +7.268819338640e-03 +1.610105918085e-02 +1.292350920723e-17 -9.872892510106e-02 +1.292350920723e-17 -9.872892510106e-02 -1.228197773519e-19 +2.079675659029e-03 -9.828541284666e-03 +7.092358658709e-02 -9.828541284666e-03 +7.092358658709e-02 -2.559721946026e-03 -9.624603674089e-03 +2.495694320000e-04 -9.597010390000e-04 -7.497138637072e-01 -4.771084615451e-02 +1.414213562373e+00 -6.283768606804e+00 -6.283768606804e+00 +1.323644575808e-01 +3.987476723143e+00 +3.987476723143e+00 -3.411574791443e+00 +7.399051514586e+00 +3.527303343742e-01 +6.730124724229e-02 -4.425358923109e+00 -4.425358923109e+00 
PHASE_TRACE 1354 1.3530000000e+01 1 2 +1.202819631060e-02 +9.198416910000e-03 -7.750266630000e-03 +7.281229688842e-03 +1.610857844455e-02 +0.000000000000e+00 -9.872931893820e-02 +0.000000000000e+00 -9.872931893820e-02 +1.295960409299e-18 +2.079062586435e-03 -9.809666534613e-03 +7.094742900369e-02 -9.809666534613e-03 +7.094742900369e-02 -2.528436845770e-03 -9.594248903525e-03 +2.775719830000e-04 -9.421180100000e-04 -7.454369631053e-01 -4.502937267411e-02 +1.414213562373e+00 -6.277087979258e+00 -6.277087979258e+00 +1.321842276417e-01 +3.985253226138e+00 +3.985253226138e+00 -3.408475961226e+00 +7.393729187364e+00 +3.532019048431e-01 +6.811624582105e-02 -4.424287572898e+00 -4.424287572898e+00 
PHASE_TRACE 1355 1.3540000000e+01 1 2 +1.203643980612e-02 +9.201331740000e-03 -7.759599050000e-03 +7.293279216175e-03 +1.611641886242e-02 -2.762633302678e-18 -9.872925041686e-02 -2.762633302678e-18 -9.872925041686e-02 -1.245138432464e-19 +2.078503018572e-03 -9.790766856716e-03 +7.097124102477e-02 -9.790766856716e-03 +7.097124102477e-02 -2.497487640541e-03 -9.563087511102e-03 +3.052111100000e-04 -9.242000880000e-04 -7.411353842678e-01 -4.235042871755e-02 +1.414213562373e+00 -6.270474874231e+00 -6.270474874231e+00 +1.320095199643e-01 +3.983116407626e+00 +3.983116407626e+00 -3.405311831105e+00 +7.388428238731e+00 +3.535820547586e-01 +6.888496951896e-02 -4.423072039936e+00 -4.423072039936e+00 
PHASE_TRACE 1356 1.3550000000e+01 1 2 +1.204477877621e-02 +9.204521140000e-03 -7.768750630000e-03 +7.304960423555e-03 +1.612457754065e-02 +1.294128781915e-17 -9.872873729881e-02 +1.294128781915e-17 -9.872873729881e-02 +1.316289200033e-18 +2.077902436566e-03 -9.771835981148e-03 +7.099501890406e-02 -9.771835981148e-03 +7.099501890406e-02 -2.466875557593e-03 -9.531238417521e-03 +3.324839380000e-04 -9.059543410000e-04 -7.368173501670e-01 -3.967481510620e-02 +1.414213562373e+00 -6.263933327008e+00 -6.263933327008e+00 +1.318343845854e-01 +3.981068029883e+00 +3.981068029883e+00 -3.402084835763e+00 +7.383152865646e+00 +3.538776918613e-01 +6.960793213534e-02 -4.421714082388e+00 -4.421714082388e+00 
PHASE_TRACE 1357 1.3560000000e+01 1 2 +1.205320791909e-02 +9.207981420000e-03 -7.777718130000e-03 +7.316266619100e-03 +1.613305100144e-02 +1.294719809142e-17 -9.872790619942e-02 +1.294719809142e-17 -9.872790619942e-02 -1.118083490376e-19 +2.077183515707e-03 -9.752881533119e-03 +7.101875338184e-02 -9.752881533119e-03 +7.101875338184e-02 -2.436614914019e-03 -9.498918300436e-03 +3.593876930000e-04 -8.873878490000e-04 -7.324979228187e-01 -3.700331269799e-02 +1.414213562373e+00 -6.257474154230e+00 -6.257474154230e+00 +1.316539837974e-01 +3.979108685241e+00 +3.979108685241e+00 -3.398798015888e+00 +7.377906701129e+00 +3.541001346281e-01 +7.028565757480e-02 -4.420216053777e+00 -4.420216053777e+00 
PHASE_TRACE 1358 1.3570000000e+01 1 2 +1.206172201021e-02 +9.211708890000e-03 -7.786498390000e-03 +7.327192777426e-03 +1.614183449394e-02 +0.000000000000e+00 -9.872696142525e-02 +0.000000000000e+00 -9.872696142525e-02 +2.693564772269e-18 +2.076304835688e-03 -9.733923048740e-03 +7.104243206081e-02 -9.733923048740e-03 +7.104243206081e-02 -2.406730271314e-03 -9.466390034808e-03 +3.859197050000e-04 -8.685077060000e-04 -7.281955544537e-01 -3.433668255405e-02 +1.414213562373e+00 -6.251112943038e+00 -6.251112943038e+00 +1.314657702890e-01 +3.977238055922e+00 +3.977238055922e+00 -3.395454720846e+00 +7.372692776768e+00 +3.542625239262e-01 +7.091867928374e-02 -4.418580879386e+00 -4.418580879386e+00 
PHASE_TRACE 1359 1.3580000000e+01 1 2 +1.207031583833e-02 +9.215699810000e-03 -7.795088290000e-03 +7.337735999614e-03 +1.615092148161e-02 +0.000000000000e+00 -9.872613482928e-02 +0.000000000000e+00 -9.872613482928e-02 -1.050320854595e-19 +2.075270776565e-03 -9.714987070226e-03 +7.106604254938e-02 -9.714987070226e-03 +7.106604254938e-02 -2.377251070613e-03 -9.433900021721e-03 +4.120774050000e-04 -8.493210110000e-04 -7.239278269649e-01 -3.167566588092e-02 +1.414213562373e+00 -6.244866890079e+00 -6.244866890079e+00 +1.312701017105e-01 +3.975455399030e+00 +3.975455399030e+00 -3.392058259653e+00 +7.367513658683e+00 +3.543768051801e-01 +7.150753939178e-02 -4.416811933746e+00 -4.416811933746e+00 
PHASE_TRACE 1360 1.3590000000e+01 1 2 +1.207898428246e-02 +9.219950440000e-03 -7.803484810000e-03 +7.347895572571e-03 +1.616030373523e-02 +0.000000000000e+00 -9.872562899108e-02 +0.000000000000e+00 -9.872562899108e-02 -1.101142831431e-19 +2.074130186615e-03 -9.696100534279e-03 +7.108957560011e-02 -9.696100534279e-03 +7.108957560011e-02 -2.348204961708e-03 -9.401619469120e-03 +4.378583230000e-04 -8.298348740000e-04 -7.197073867171e-01 -2.902098439041e-02 +1.414213562373e+00 -6.238751160338e+00 -6.238751160338e+00 +1.310701409621e-01 +3.973760070285e+00 +3.973760070285e+00 -3.388611522127e+00 +7.362371592412e+00 +3.544510048564e-01 +7.205278793904e-02 -4.414912764036e+00 -4.414912764036e+00 
PHASE_TRACE 1361 1.3600000000e+01 1 2 +1.208772223385e-02 +9.224456980000e-03 -7.811684980000e-03 +7.357672416435e-03 +1.616997165169e-02 -1.018158418686e-17 -9.872556764658e-02 -1.018158418686e-17 -9.872556764658e-02 -1.524659305058e-18 +2.072964160879e-03 -9.677284068243e-03 +7.111302747314e-02 -9.677284068243e-03 +7.111302747314e-02 -2.319611651808e-03 -9.369604360866e-03 +4.632600930000e-04 -8.100564080000e-04 -7.155391186060e-01 -2.637333992887e-02 +1.414213562373e+00 -6.232775810924e+00 -6.232775810924e+00 +1.308710720722e-01 +3.972152057873e+00 +3.972152057873e+00 -3.385116737977e+00 +7.357268795850e+00 +3.544874826452e-01 +7.255498267766e-02 -4.412886820901e+00 -4.412886820901e+00 
PHASE_TRACE 1362 1.3610000000e+01 1 2 +1.209652468164e-02 +9.229215640000e-03 -7.819685930000e-03 +7.367068245047e-03 +1.617991511805e-02 +0.000000000000e+00 -9.872596549654e-02 +0.000000000000e+00 -9.872596549654e-02 -8.300922883092e-20 +2.071865935827e-03 -9.658546843362e-03 +7.113640094573e-02 -9.658546843362e-03 +7.113640094573e-02 -2.291478598315e-03 -9.337783496942e-03 +4.882804490000e-04 -7.899927330000e-04 -7.114191935849e-01 -2.373341498317e-02 +1.414213562373e+00 -6.226943873004e+00 -6.226943873004e+00 +1.306788222318e-01 +3.970632294814e+00 +3.970632294814e+00 -3.381575349173e+00 +7.352207643987e+00 +3.544825679350e-01 +7.301468797567e-02 -4.410737154726e+00 -4.410737154726e+00 
PHASE_TRACE 1363 1.3620000000e+01 1 2 +1.210538664240e-02 +9.234222590000e-03 -7.827484840000e-03 +7.376084472753e-03 +1.619012430489e-02 +0.000000000000e+00 -9.872672476052e-02 +0.000000000000e+00 -9.872672476052e-02 -2.923957733922e-18 +2.070917833250e-03 -9.639884246887e-03 +7.115970472129e-02 -9.639884246887e-03 +7.115970472129e-02 -2.263799774135e-03 -9.305977901092e-03 +5.129172250000e-04 -7.696509710000e-04 -7.073362693163e-01 -2.110187279691e-02 +1.414213562373e+00 -6.221251208526e+00 -6.221251208526e+00 +1.304986071817e-01 +3.969202769655e+00 +3.969202769655e+00 -3.377988111248e+00 +7.347190880903e+00 +3.544276866648e-01 +7.343247445082e-02 -4.408466263022e+00 -4.408466263022e+00 
PHASE_TRACE 1364 1.3630000000e+01 1 2 +1.211430318177e-02 +9.239473980000e-03 -7.835078950000e-03 +7.384721272985e-03 +1.620059050471e-02 +0.000000000000e+00 -9.872765928212e-02 +0.000000000000e+00 -9.872765928212e-02 -1.016439536705e-19 +2.070170903636e-03 -9.621278944984e-03 +7.118295138478e-02 -9.621278944984e-03 +7.118295138478e-02 -2.236557671999e-03 -9.273946488997e-03 +5.371683550000e-04 -7.490382450000e-04 -7.032745031818e-01 -1.847935751629e-02 +1.414213562373e+00 -6.215688052889e+00 -6.215688052889e+00 +1.303336536765e-01 +3.967866333657e+00 +3.967866333657e+00 -3.374355333304e+00 +7.342221666961e+00 +3.543116838728e-01 +7.380891829573e-02 -4.406076040731e+00 -4.406076040731e+00 
PHASE_TRACE 1365 1.3640000000e+01 1 2 +1.212326945542e-02 +9.244965960000e-03 -7.842465600000e-03 +7.392977006109e-03 +1.621130670646e-02 -1.018744440195e-17 -9.872854024358e-02 -1.018744440195e-17 -9.872854024358e-02 +1.323065463611e-18 +2.069632252195e-03 -9.602705057862e-03 +7.120615440699e-02 -9.602705057862e-03 +7.120615440699e-02 -2.209728051753e-03 -9.241446877932e-03 +5.610318750000e-04 -7.281616770000e-04 -6.992176451109e-01 -1.586649404210e-02 +1.414213562373e+00 -6.210241887007e+00 -6.210241887007e+00 +1.301844114334e-01 +3.966626268090e+00 +3.966626268090e+00 -3.370677218581e+00 +7.337303486671e+00 +3.541237784008e-01 +7.414460060573e-02 -4.403567875702e+00 -4.403567875702e+00 
PHASE_TRACE 1366 1.3650000000e+01 1 2 +1.213228063735e-02 +9.250694620000e-03 -7.849642190000e-03 +7.400848044793e-03 +1.622226761885e-02 +0.000000000000e+00 -9.872915226361e-02 +0.000000000000e+00 -9.872915226361e-02 +1.306971837613e-18 +2.069263143161e-03 -9.584134439450e-03 +7.122932493452e-02 -9.584134439450e-03 +7.122932493452e-02 -2.183286394657e-03 -9.208296567071e-03 +5.845059170000e-04 -7.070283870000e-04 -6.951532299024e-01 -1.326388861342e-02 +1.414213562373e+00 -6.204901007283e+00 -6.204901007283e+00 +1.300484473628e-01 +3.965485767645e+00 +3.965485767645e+00 -3.366954253154e+00 +7.332440020799e+00 +3.538564250324e-01 +7.444010692716e-02 -4.400942901842e+00 -4.400942901842e+00 
PHASE_TRACE 1367 1.3660000000e+01 1 2 +1.214133198187e-02 +9.256656080000e-03 -7.856606170000e-03 +7.408329095130e-03 +1.623346948087e-02 +0.000000000000e+00 -9.872934612556e-02 +0.000000000000e+00 -9.872934612556e-02 +1.336617990767e-18 +2.068988334712e-03 -9.565543507973e-03 +7.125246915218e-02 -9.565543507973e-03 +7.125246915218e-02 -2.157214412843e-03 -9.174419157803e-03 +6.075887150000e-04 -6.856454950000e-04 -6.910758067376e-01 -1.067212919418e-02 +1.414213562373e+00 -6.199657828710e+00 -6.199657828710e+00 +1.299210440480e-01 +3.964447415551e+00 +3.964447415551e+00 -3.363187475547e+00 +7.327634891098e+00 +3.535073579518e-01 +7.469602684796e-02 -4.398202242989e+00 -4.398202242989e+00 
PHASE_TRACE 1368 1.3670000000e+01 1 2 +1.215041879355e-02 +9.262846400000e-03 -7.863355100000e-03 +7.415414111120e-03 +1.624490928552e-02 +0.000000000000e+00 -9.872907522770e-02 +0.000000000000e+00 -9.872907522770e-02 +1.348476452029e-18 +2.068714346067e-03 -9.546918939771e-03 +7.127558686564e-02 -9.546918939771e-03 +7.127558686564e-02 -2.131504828651e-03 -9.139864730463e-03 +6.302785990000e-04 -6.640201120000e-04 -6.869884407582e-01 -8.091784918611e-03 +1.414213562373e+00 -6.194511123872e+00 -6.194511123872e+00 +1.297963543087e-01 +3.963512766432e+00 +3.963512766432e+00 -3.359378647308e+00 +7.322891413740e+00 +3.530803696179e-01 +7.491295302142e-02 -4.395347337899e+00 -4.395347337899e+00 
PHASE_TRACE 1369 1.3680000000e+01 1 2 +1.215953642870e-02 +9.269261650000e-03 -7.869886570000e-03 +7.422097175173e-03 +1.625658397851e-02 +0.000000000000e+00 -9.872840685170e-02 +0.000000000000e+00 -9.872840685170e-02 -9.994988777601e-20 +2.068352172659e-03 -9.528260854912e-03 +7.129867165056e-02 -9.528260854912e-03 +7.129867165056e-02 -2.106163679740e-03 -9.104799049974e-03 +6.525739990000e-04 -6.421593450000e-04 -6.829021276825e-01 -5.523407128771e-03 +1.414213562373e+00 -6.189466748512e+00 -6.189466748512e+00 +1.296688299257e-01 +3.962682228531e+00 +3.962682228531e+00 -3.355530208432e+00 +7.318212436963e+00 +3.525845668121e-01 +7.509148116273e-02 -4.392380110060e+00 -4.392380110060e+00 
PHASE_TRACE 1370 1.3690000000e+01 1 2 +1.216868032393e-02 +9.275897880000e-03 -7.876198280000e-03 +7.428373622800e-03 +1.626848959722e-02 +0.000000000000e+00 -9.872750552534e-02 +0.000000000000e+00 -9.872750552534e-02 -1.007969207233e-19 +2.067838881018e-03 -9.509582694812e-03 +7.132171253043e-02 -9.509582694812e-03 +7.132171253043e-02 -2.081209072013e-03 -9.069464516667e-03 +6.744734410000e-04 -6.200702920000e-04 -6.788332474236e-01 -2.967529066019e-03 +1.414213562373e+00 -6.184536522819e+00 -6.184536522819e+00 +1.295345710895e-01 +3.961955141932e+00 +3.961955141932e+00 -3.351645074225e+00 +7.313600216157e+00 +3.520323558965e-01 +7.523220903825e-02 -4.389303062178e+00 -4.389303062178e+00 
PHASE_TRACE 1371 1.3700000000e+01 1 2 +1.217784595713e-02 +9.282751120000e-03 -7.882287980000e-03 +7.434240690492e-03 +1.628062062255e-02 +0.000000000000e+00 -9.872659259280e-02 +0.000000000000e+00 -9.872659259280e-02 +1.315442167086e-18 +2.067152795481e-03 -9.490907825601e-03 +7.134469677034e-02 -9.490907825601e-03 +7.134469677034e-02 -2.056667135110e-03 -9.034122404431e-03 +6.959755510000e-04 -5.977600430000e-04 -6.747997187277e-01 -4.246663347237e-04 +1.414213562373e+00 -6.179735719660e+00 -6.179735719660e+00 +1.293922704384e-01 +3.961330168121e+00 +3.961330168121e+00 -3.347726312660e+00 +7.309056480781e+00 +3.514366090993e-01 +7.533573660496e-02 -4.386119208439e+00 -4.386119208439e+00 
PHASE_TRACE 1372 1.3710000000e+01 1 2 +1.218702886767e-02 +9.289817390000e-03 -7.888153490000e-03 +7.439697826524e-03 +1.629296975661e-02 +0.000000000000e+00 -9.872589192747e-02 +0.000000000000e+00 -9.872589192747e-02 -7.877406409465e-20 +2.066318563969e-03 -9.472263724957e-03 +7.136761310018e-02 -9.472263724957e-03 +7.136761310018e-02 -2.032565898433e-03 -8.998990506716e-03 +7.170790490000e-04 -5.752356760000e-04 -6.708167696682e-01 +2.104682783592e-03 +1.414213562373e+00 -6.175079645447e+00 -6.175079645447e+00 +1.292435191646e-01 +3.960805794241e+00 +3.960805794241e+00 -3.343776770181e+00 +7.304582564422e+00 +3.508077293192e-01 +7.540266495543e-02 -4.382831875451e+00 -4.382831875451e+00 
