PHASE_TRACE itr t a b abs_c REAL_c IMAG_c REAL_rhs_diag IMAG_rhs_diag REAL_rhs_local_raw IMAG_rhs_local_raw REAL_rhs_local_app IMAG_rhs_local_app REAL_rhs_mem_core_app IMAG_rhs_mem_core_app REAL_rhs_L0Q_raw IMAG_rhs_L0Q_raw REAL_rhs_L0Q_app IMAG_rhs_L0Q_app REAL_rhs_total IMAG_rhs_total REAL_rhs_heom_fd IMAG_rhs_heom_fd omega_total omega_heom_fd omega_diag omega_local_raw omega_local_app omega_mem_core_app omega_L0Q_raw omega_L0Q_app omega_L0Q_A_raw omega_L0Q_B_raw growth_total growth_heom_fd growth_L0Q_raw growth_L0Q_app
PHASE_TRACE 1044 1.0430000000e+01 1 2 +2.330586792111e-02 +1.402334180000e-02 -1.861476200000e-02 +2.071620834101e-02 +2.727751180991e-02 +0.000000000000e+00 -9.872399668302e-02 +0.000000000000e+00 -9.872399668302e-02 +3.388131789017e-20 +4.721412885103e-03 -1.887507831365e-02 +6.040747042991e-02 -1.887507831365e-02 +6.040747042991e-02 +1.841130027364e-03 -6.317601558103e-03 +5.696873570000e-03 +7.476160530000e-03 -1.000098327292e-01 +3.882564053934e-01 +1.414213562373e+00 -2.548846528635e+00 -2.548846528635e+00 +1.218969779058e-01 +9.127261556265e-01 +9.127261556265e-01 -2.248329067002e+00 +3.161055222629e+00 +2.640447130283e-01 -1.091342586668e-01 -2.557540063083e+00 -2.557540063083e+00 
PHASE_TRACE 1045 1.0440000000e+01 1 2 +2.328005550201e-02 +1.407986240000e-02 -1.853964560000e-02 +2.058735261125e-02 +2.732742280527e-02 +1.030360069487e-17 -9.872295795976e-02 +1.030360069487e-17 -9.872295795976e-02 -1.273937552670e-18 +4.718935999880e-03 -1.883615624987e-02 +6.044702238300e-02 -1.883615624987e-02 +6.044702238300e-02 +1.751196361375e-03 -6.229576771617e-03 +5.606940280000e-03 +7.546248110000e-03 -1.019354260762e-01 +3.878523119815e-01 +1.414213562373e+00 -2.564770720362e+00 -2.564770720362e+00 +1.225954847168e-01 +9.260262471957e-01 +9.260262471957e-01 -2.247784195621e+00 +3.173810442817e+00 +2.585993336776e-01 -1.124800856915e-01 -2.557152454073e+00 -2.557152454073e+00 
PHASE_TRACE 1046 1.0450000000e+01 1 2 +2.325349626520e-02 +1.413548060000e-02 -1.846383700000e-02 +2.045786636354e-02 +2.737579674840e-02 +5.954903653516e-18 -9.872233339120e-02 +5.954903653516e-18 -9.872233339120e-02 +2.710505431214e-20 +4.716107722116e-03 -1.879726010901e-02 +6.048652734834e-02 -1.879726010901e-02 +6.048652734834e-02 +1.660606254525e-03 -6.143901572352e-03 +5.516398380000e-03 +7.614608600000e-03 -1.039083250782e-01 +3.874242884067e-01 +1.414213562373e+00 -2.580771001704e+00 -2.580771001704e+00 +1.232871391109e-01 +9.393619751421e-01 +9.393619751421e-01 -2.247282575296e+00 +3.186644550438e+00 +2.532034624781e-01 -1.158036700204e-01 -2.556792197220e+00 -2.556792197220e+00 
PHASE_TRACE 1047 1.0460000000e+01 1 2 +2.322619789472e-02 +1.419019040000e-02 -1.838735340000e-02 +2.032778335515e-02 +2.742262253470e-02 +4.357277400002e-18 -9.872228225299e-02 +4.357277400002e-18 -9.872228225299e-02 +1.384051835814e-18 +4.713028309650e-03 -1.875842531665e-02 +6.052598549535e-02 -1.875842531665e-02 +6.052598549535e-02 +1.569358038502e-03 -6.060645913291e-03 +5.425272580000e-03 +7.681240460000e-03 -1.059314385855e-01 +3.869723664159e-01 +1.414213562373e+00 -2.596851799335e+00 -2.596851799335e+00 +1.239744034165e-01 +9.527323949594e-01 +9.527323949594e-01 -2.246824552166e+00 +3.199556947126e+00 +2.478583258435e-01 -1.191051726356e-01 -2.556459887839e+00 -2.556459887839e+00 
PHASE_TRACE 1048 1.0470000000e+01 1 2 +2.319816826446e-02 +1.424398610000e-02 -1.831021220000e-02 +2.019713890586e-02 +2.746788806331e-02 +0.000000000000e+00 -9.872282305028e-02 +0.000000000000e+00 -9.872282305028e-02 +1.362028979185e-18 +4.709812629704e-03 -1.871966951103e-02 +6.056540943346e-02 -1.871966951103e-02 +6.056540943346e-02 +1.477469394827e-03 -5.979712923808e-03 +5.333587530000e-03 +7.746142560000e-03 -1.080026543676e-01 +3.864965711191e-01 +1.414213562373e+00 -2.613013891894e+00 -2.613013891894e+00 +1.246601895022e-01 +9.661374856514e-01 +9.661374856514e-01 -2.246409754534e+00 +3.212547240186e+00 +2.425599751505e-01 -1.223847516787e-01 -2.556156095075e+00 -2.556156095075e+00 
PHASE_TRACE 1049 1.0480000000e+01 1 2 +2.316941506274e-02 +1.429686220000e-02 -1.823243060000e-02 +2.006596730342e-02 +2.751158263701e-02 +1.034929308918e-17 -9.872382925049e-02 +1.034929308918e-17 -9.872382925049e-02 +1.373887440446e-18 +4.706562179378e-03 -1.868098859186e-02 +6.060482117656e-02 -1.868098859186e-02 +6.060482117656e-02 +1.384978711551e-03 -5.900863257537e-03 +5.241367770000e-03 +7.809314140000e-03 -1.101153143099e-01 +3.859969256702e-01 +1.414213562373e+00 -2.629254246953e+00 -2.629254246953e+00 +1.253471293874e-01 +9.795782408826e-01 +9.795782408826e-01 -2.246037133291e+00 +3.225615374174e+00 +2.373002194638e-01 -1.256425615612e-01 -2.555881169927e+00 -2.555881169927e+00 
PHASE_TRACE 1050 1.0490000000e+01 1 2 +2.313994603204e-02 +1.434881340000e-02 -1.815402590000e-02 +1.993430031210e-02 +2.755369946275e-02 +1.036069180449e-17 -9.872506053534e-02 +1.036069180449e-17 -9.872506053534e-02 +4.235164736272e-20 +4.703340420681e-03 -1.864235807613e-02 +6.064424680974e-02 -1.864235807613e-02 +6.064424680974e-02 +1.291942235963e-03 -5.823773842170e-03 +5.148637790000e-03 +7.870754830000e-03 -1.122597703281e-01 +3.854734492272e-01 +1.414213562373e+00 -2.645566685485e+00 -2.645566685485e+00 +1.260369014714e-01 +9.930564513121e-01 +9.930564513121e-01 -2.245705124332e+00 +3.238761575644e+00 +2.320685983711e-01 -1.288787539068e-01 -2.555635061323e+00 -2.555635061323e+00 
PHASE_TRACE 1051 1.0500000000e+01 1 2 +2.310976915663e-02 +1.439983490000e-02 -1.807501550000e-02 +1.980216576311e-02 +2.759423755705e-02 +4.345873827472e-18 -9.872622185423e-02 +4.345873827472e-18 -9.872622185423e-02 +5.082197683526e-20 +4.700157468727e-03 -1.860373941192e-02 +6.068371015744e-02 -1.860373941192e-02 +6.068371015744e-02 +1.198426351183e-03 -5.748116671008e-03 +5.055421960000e-03 +7.930464640000e-03 -1.144257058989e-01 +3.849261527844e-01 +1.414213562373e+00 -2.661943390564e+00 -2.661943390564e+00 +1.267297874213e-01 +1.006574334871e+00 +1.006574334871e+00 -2.245411937636e+00 +3.251986272507e+00 +2.268548758781e-01 -1.320934740671e-01 -2.555417223334e+00 -2.555417223334e+00 
PHASE_TRACE 1052 1.0510000000e+01 1 2 +2.307889212080e-02 +1.444992190000e-02 -1.799541660000e-02 +1.966958698843e-02 +2.763320114817e-02 +0.000000000000e+00 -9.872703576842e-02 +0.000000000000e+00 -9.872703576842e-02 +2.702035101741e-18 +4.696967871601e-03 -1.856508968996e-02 +6.072322699564e-02 -1.856508968996e-02 +6.072322699564e-02 +1.104497298476e-03 -5.673639753001e-03 +4.961744580000e-03 +7.988443940000e-03 -1.166046763826e-01 +3.843550485745e-01 +1.414213562373e+00 -2.678376854344e+00 -2.678376854344e+00 +1.274245695212e-01 +1.020134046067e+00 +1.020134046067e+00 -2.245155978559e+00 +3.265290024625e+00 +2.216515113130e-01 -1.352868655582e-01 -2.555226740483e+00 -2.555226740483e+00 
PHASE_TRACE 1053 1.0520000000e+01 1 2 +2.304732274699e-02 +1.449906980000e-02 -1.791524660000e-02 +1.953658400166e-02 +2.767059905331e-02 +5.197412999980e-18 -9.872731034847e-02 +5.197412999980e-18 -9.872731034847e-02 +3.726944967919e-20 +4.693682012171e-03 -1.852637237404e-02 +6.076280121922e-02 -1.852637237404e-02 +6.076280121922e-02 +1.010211627620e-03 -5.600228063775e-03 +4.867629830000e-03 +8.044693490000e-03 -1.187921528764e-01 +3.837601416187e-01 +1.414213562373e+00 -2.694861680674e+00 -2.694861680674e+00 +1.281187925734e-01 +1.033737172851e+00 +1.033737172851e+00 -2.244936134707e+00 +3.278673307558e+00 +2.164554267161e-01 -1.384590715158e-01 -2.555062445816e+00 -2.555062445816e+00 
PHASE_TRACE 1054 1.0530000000e+01 1 2 +2.301506887487e-02 +1.454727450000e-02 -1.783452270000e-02 +1.940317437843e-02 +2.770644285635e-02 +5.203091374417e-18 -9.872698600903e-02 +5.203091374417e-18 -9.872698600903e-02 +6.437450399133e-20 +4.690188323755e-03 -1.848756645698e-02 +6.080242389887e-02 -1.848756645698e-02 +6.080242389887e-02 +9.156079214554e-04 -5.527930930043e-03 +4.773101810000e-03 +8.099214400000e-03 -1.209886680931e-01 +3.831414351887e-01 +1.414213562373e+00 -2.711396024065e+00 -2.711396024065e+00 +1.288093406597e-01 +1.047384452939e+00 +1.047384452939e+00 -2.244751986862e+00 +3.292136439801e+00 +2.112686516642e-01 -1.416102248695e-01 -2.554923141001e+00 -2.554923141001e+00 
PHASE_TRACE 1055 1.0540000000e+01 1 2 +2.298213829812e-02 +1.459453180000e-02 -1.775326230000e-02 +1.926937611775e-02 +2.774074363267e-02 +1.041752850650e-17 -9.872614985299e-02 +1.041752850650e-17 -9.872614985299e-02 +4.743384504624e-20 +4.686380866153e-03 -1.844867179980e-02 +6.084207545785e-02 -1.844867179980e-02 +6.084207545785e-02 +8.207043179479e-04 -5.456949896325e-03 +4.678184490000e-03 +8.152008170000e-03 -1.231996900609e-01 +3.824989272974e-01 +1.414213562373e+00 -2.727981999320e+00 -2.727981999320e+00 +1.294931754541e-01 +1.061075571432e+00 +1.061075571432e+00 -2.244603869923e+00 +3.305679441355e+00 +2.060977886853e-01 -1.447404633960e-01 -2.554807872600e+00 -2.554807872600e+00 
PHASE_TRACE 1056 1.0550000000e+01 1 2 +2.294853896179e-02 +1.464083820000e-02 -1.767148260000e-02 +1.913520879703e-02 +2.777351047088e-02 -4.331678141178e-18 -9.872501407344e-02 -4.331678141178e-18 -9.872501407344e-02 +5.929230630780e-20 +4.682185501642e-03 -1.840970937297e-02 +6.088173043859e-02 -1.840970937297e-02 +6.088173043859e-02 +7.254994240506e-04 -5.387587662330e-03 +4.582901750000e-03 +8.203076630000e-03 -1.254343018460e-01 +3.818326127674e-01 +1.414213562373e+00 -2.744625306688e+00 -2.744625306688e+00 +1.301680727931e-01 +1.074809369675e+00 +1.074809369675e+00 -2.244492694415e+00 +3.319302064091e+00 +2.009522587693e-01 -1.478499108495e-01 -2.554716057685e+00 -2.554716057685e+00 
PHASE_TRACE 1057 1.0560000000e+01 1 2 +2.291427848660e-02 +1.468618990000e-02 -1.758920080000e-02 +1.900069577792e-02 +2.780474742304e-02 +1.044018616003e-17 -9.872386376786e-02 +1.044018616003e-17 -9.872386376786e-02 +6.098637220231e-20 +4.677578260377e-03 -1.837071637028e-02 +6.092136369770e-02 -1.837071637028e-02 +6.092136369770e-02 +6.299794076395e-04 -5.320174386742e-03 +4.487277340000e-03 +8.252422000000e-03 -1.277029786753e-01 +3.811424861939e-01 +1.414213562373e+00 -2.761333805241e+00 -2.761333805241e+00 +1.308331591175e-01 +1.088584105075e+00 +1.088584105075e+00 -2.244419727550e+00 +3.333003832625e+00 +1.958419959092e-01 -1.509386980674e-01 -2.554647668156e+00 -2.554647668156e+00 
PHASE_TRACE 1058 1.0570000000e+01 1 2 +2.287936474294e-02 +1.473058370000e-02 -1.750643410000e-02 +1.886586447382e-02 +2.783445420692e-02 +9.551768334615e-18 -9.872298699889e-02 +9.551768334615e-18 -9.872298699889e-02 +7.284483346387e-20 +4.672591406372e-03 -1.833173738500e-02 +6.096095651972e-02 -1.833173738500e-02 +6.096095651972e-02 +5.341270888222e-04 -5.254984865873e-03 +4.391334890000e-03 +8.300046840000e-03 -1.300149784365e-01 +3.804285360361e-01 +1.414213562373e+00 -2.778115639886e+00 -2.778115639886e+00 +1.314891258809e-01 +1.102397973195e+00 +1.102397973195e+00 -2.244386161516e+00 +3.346784134711e+00 +1.907749073673e-01 -1.540069458263e-01 -2.554603104744e+00 -2.554603104744e+00 
PHASE_TRACE 1059 1.0580000000e+01 1 2 +2.284380567611e-02 +1.477401660000e-02 -1.742319980000e-02 +1.873074622476e-02 +2.786262638148e-02 +0.000000000000e+00 -9.872260425834e-02 +0.000000000000e+00 -9.872260425834e-02 +5.082197683526e-21 +4.667305731609e-03 -1.829281383394e-02 +6.100050116057e-02 -1.829281383394e-02 +6.100050116057e-02 +4.379323908234e-04 -5.192170984676e-03 +4.295097920000e-03 +8.345954060000e-03 -1.323760320251e-01 +3.796907460650e-01 +1.414213562373e+00 -2.794977214538e+00 -2.794977214538e+00 +1.321380576529e-01 +1.116249562487e+00 +1.116249562487e+00 -2.244392793072e+00 +3.360642355559e+00 +1.857549317718e-01 -1.570547721532e-01 -2.554583090682e+00 -2.554583090682e+00 
PHASE_TRACE 1060 1.0590000000e+01 1 2 +2.280760908998e-02 +1.481648570000e-02 -1.733951510000e-02 +1.859537467445e-02 +2.788925691298e-02 +0.000000000000e+00 -9.872281460598e-02 +0.000000000000e+00 -9.872281460598e-02 +5.590417451878e-20 +4.661830980447e-03 -1.825397418765e-02 +6.104000271374e-02 -1.825397418765e-02 +6.104000271374e-02 +3.414004868057e-04 -5.131723998809e-03 +4.198589810000e-03 +8.390146910000e-03 -1.347868977527e-01 +3.789290982748e-01 +1.414213562373e+00 -2.811921635418e+00 -2.811921635418e+00 +1.327829179800e-01 +1.130138257312e+00 +1.130138257312e+00 -2.244439797194e+00 +3.374578054506e+00 +1.807810563116e-01 -1.600822934257e-01 -2.554588472042e+00 -2.554588472042e+00 
PHASE_TRACE 1061 1.0600000000e+01 1 2 +2.277078262755e-02 +1.485798840000e-02 -1.725539690000e-02 +1.845978341000e-02 +2.791433880290e-02 -5.242680289896e-18 -9.872357163977e-02 -5.242680289896e-18 -9.872357163977e-02 +5.421010862428e-20 +4.656279211457e-03 -1.821522738012e-02 +6.107947784650e-02 -1.821522738012e-02 +6.107947784650e-02 +2.445560298720e-04 -5.073475778906e-03 +4.101833800000e-03 +8.432629010000e-03 -1.372431256562e-01 +3.781435763674e-01 +1.414213562373e+00 -2.828947963072e+00 -2.828947963072e+00 +1.334268135964e-01 +1.144064461447e+00 +1.144064461447e+00 -2.244526635774e+00 +3.388591097221e+00 +1.758475349777e-01 -1.630896208941e-01 -2.554619960638e+00 -2.554619960638e+00 
PHASE_TRACE 1062 1.0610000000e+01 1 2 +2.273333424110e-02 +1.489852230000e-02 -1.717086250000e-02 +1.832400486631e-02 +2.793786768961e-02 +0.000000000000e+00 -9.872469512599e-02 +0.000000000000e+00 -9.872469512599e-02 +6.268043809682e-20 +4.650737631333e-03 -1.817656100952e-02 +6.111895071483e-02 -1.817656100952e-02 +6.111895071483e-02 +1.474438567957e-04 -5.017139090212e-03 +4.004853010000e-03 +8.473404310000e-03 -1.397360557464e-01 +3.773341540682e-01 +1.414213562373e+00 -2.846051287371e+00 -2.846051287371e+00 +1.340722076273e-01 +1.158029461624e+00 +1.158029461624e+00 -2.244652119738e+00 +3.402681581362e+00 +1.709453061872e-01 -1.660768642847e-01 -2.554677900238e+00 -2.554677900238e+00 
PHASE_TRACE 1063 1.0620000000e+01 1 2 +2.269527171850e-02 +1.493808540000e-02 -1.708592880000e-02 +1.818806738444e-02 +2.795984371062e-02 +0.000000000000e+00 -9.872591537613e-02 +0.000000000000e+00 -9.872591537613e-02 -1.270549420881e-18 +4.645247553784e-03 -1.813794472861e-02 +6.115844705364e-02 -1.813794472861e-02 +6.115844705364e-02 +5.012265583211e-05 -4.962377058087e-03 +3.907670420000e-03 +8.512477080000e-03 -1.422549515529e-01 +3.765008071205e-01 +1.414213562373e+00 -2.863224052750e+00 -2.863224052750e+00 +1.347202958443e-01 +1.172035242979e+00 +1.172035242979e+00 -2.244814692407e+00 +3.416849935386e+00 +1.660641617105e-01 -1.690441241957e-01 -2.554762167931e+00 -2.554762167931e+00 
PHASE_TRACE 1064 1.0630000000e+01 1 2 +2.265660287860e-02 +1.497667570000e-02 -1.700061290000e-02 +1.805199531237e-02 +2.798027205506e-02 +0.000000000000e+00 -9.872693944458e-02 +0.000000000000e+00 -9.872693944458e-02 +5.929230630780e-20 +4.639794629910e-03 -1.809933798027e-02 +6.119798788261e-02 -1.809933798027e-02 +6.119798788261e-02 -4.734266789710e-05 -4.908884877005e-03 +3.810308850000e-03 +8.549851950000e-03 -1.447895888341e-01 +3.756435058299e-01 +1.414213562373e+00 -2.880457785868e+00 -2.880457785868e+00 +1.353706763497e-01 +1.186083958311e+00 +1.186083958311e+00 -2.245012776396e+00 +3.431096734707e+00 +1.611952566898e-01 -1.719915041636e-01 -2.554872188520e+00 -2.554872188520e+00 
PHASE_TRACE 1065 1.0640000000e+01 1 2 +2.261733560896e-02 +1.501429160000e-02 -1.691493180000e-02 +1.791580856229e-02 +2.799916306397e-02 +0.000000000000e+00 -9.872752289909e-02 +0.000000000000e+00 -9.872752289909e-02 +5.251604272977e-20 +4.634312731506e-03 -1.806070020025e-02 +6.123758436090e-02 -1.806070020025e-02 +6.123758436090e-02 -1.448916379606e-04 -4.856462742705e-03 +3.712790990000e-03 +8.585533860000e-03 -1.473327789675e-01 +3.747622179131e-01 +1.414213562373e+00 -2.897745246389e+00 -2.897745246389e+00 +1.360214182800e-01 +1.200177486769e+00 +1.200177486769e+00 -2.245245115785e+00 +3.445422602554e+00 +1.563332012400e-01 -1.749190995609e-01 -2.555007026561e+00 -2.555007026561e+00 
PHASE_TRACE 1066 1.0650000000e+01 1 2 +2.257747759717e-02 +1.505093160000e-02 -1.682890230000e-02 +1.777952374853e-02 +2.801653029561e-02 +1.054154752378e-17 -9.872752958098e-02 +1.054154752378e-17 -9.872752958098e-02 +6.437450399133e-20 +4.628700518867e-03 -1.802200097172e-02 +6.127723504220e-02 -1.802200097172e-02 +6.127723504220e-02 -2.424772231961e-04 -4.805063724299e-03 +3.615139380000e-03 +8.619528090000e-03 -1.498821694266e-01 +3.738569123304e-01 +1.414213562373e+00 -2.915082243199e+00 -2.915082243199e+00 +1.366695059514e-01 +1.214317005447e+00 +1.214317005447e+00 -2.245511085860e+00 +3.459828091308e+00 +1.514773452692e-01 -1.778270038639e-01 -2.555165636234e+00 -2.555165636234e+00 
PHASE_TRACE 1067 1.0660000000e+01 1 2 +2.253703654929e-02 +1.508659440000e-02 -1.674254120000e-02 +1.764315632561e-02 +2.803238852372e-02 +0.000000000000e+00 -9.872696474541e-02 +0.000000000000e+00 -9.872696474541e-02 +6.606856988584e-20 +4.622846621844e-03 -1.798322767562e-02 +6.131692619745e-02 -1.798322767562e-02 +6.131692619745e-02 -3.400713500031e-04 -4.754803402391e-03 +3.517376380000e-03 +8.651840240000e-03 -1.524408397976e-01 +3.729275539509e-01 +1.414213562373e+00 -2.932468676627e+00 -2.932468676627e+00 +1.373115536405e-01 +1.228502720815e+00 +1.228502720815e+00 -2.245810804306e+00 +3.474313525121e+00 +1.466318794168e-01 -1.807153081970e-01 -2.555347089677e+00 -2.555347089677e+00 
PHASE_TRACE 1068 1.0670000000e+01 1 2 +2.249602047417e-02 +1.512127910000e-02 -1.665586550000e-02 +1.750672295784e-02 +2.804675167613e-02 +0.000000000000e+00 -9.872597351601e-02 +0.000000000000e+00 -9.872597351601e-02 +7.453889935838e-20 +4.616657257328e-03 -1.794438878596e-02 +6.135663512297e-02 -1.794438878596e-02 +6.135663512297e-02 -4.376658281186e-04 -4.705929459585e-03 +3.419524220000e-03 +8.682476220000e-03 -1.550165603036e-01 +3.719741005780e-01 +1.414213562373e+00 -2.949908580585e+00 -2.949908580585e+00 +1.379446195565e-01 +1.242733838352e+00 +1.242733838352e+00 -2.246145053330e+00 +3.488878891682e+00 +1.418047465688e-01 -1.835840969770e-01 -2.555550770162e+00 -2.555550770162e+00 
PHASE_TRACE 1069 1.0680000000e+01 1 2 +2.245443696657e-02 +1.515498490000e-02 -1.656889170000e-02 +1.737024255501e-02 +2.805963009940e-02 +9.582668936137e-18 -9.872480509611e-02 +9.582668936137e-18 -9.872480509611e-02 +7.962109704190e-20 +4.610079513498e-03 -1.790551201146e-02 +6.139633562646e-02 -1.790551201146e-02 +6.139633562646e-02 -5.352694564496e-04 -4.658759856751e-03 +3.321604960000e-03 +8.711442270000e-03 -1.576199578707e-01 +3.709965163991e-01 +1.414213562373e+00 -2.967409299328e+00 -2.967409299328e+00 +1.385669265761e-01 +1.257008852508e+00 +1.257008852508e+00 -2.246515126406e+00 +3.503523978914e+00 +1.370056498880e-01 -1.864334514311e-01 -2.555776585077e+00 -2.555776585077e+00 
PHASE_TRACE 1070 1.0690000000e+01 1 2 +2.241229386986e-02 +1.518771120000e-02 -1.648163660000e-02 +1.723373853865e-02 +2.807102987327e-02 +0.000000000000e+00 -9.872375156180e-02 +0.000000000000e+00 -9.872375156180e-02 +6.098637220231e-20 +4.603114603961e-03 -1.786663777650e-02 +6.143600435247e-02 -1.786663777650e-02 +6.143600435247e-02 -6.328992378564e-04 -4.613602732099e-03 +3.223640480000e-03 +8.738744930000e-03 -1.602618587087e-01 +3.699947563540e-01 +1.414213562373e+00 -2.984979577433e+00 -2.984979577433e+00 +1.391782916273e-01 +1.271325864724e+00 +1.271325864724e+00 -2.246922442724e+00 +3.518248307448e+00 +1.322436575052e-01 -1.892634512389e-01 -2.556024944632e+00 -2.556024944632e+00 
PHASE_TRACE 1071 1.0700000000e+01 1 2 +2.236959897571e-02 +1.521945770000e-02 -1.639411680000e-02 +1.709723824776e-02 +2.808095275841e-02 +0.000000000000e+00 -9.872307626960e-02 +0.000000000000e+00 -9.872307626960e-02 -2.598697082176e-18 +4.595817857173e-03 -1.782780963524e-02 +6.147562640671e-02 -1.782780963524e-02 +6.147562640671e-02 -7.305713874786e-04 -4.570679247313e-03 +3.125652510000e-03 +8.764391040000e-03 -1.629506432093e-01 +3.689687757132e-01 +1.414213562373e+00 -3.002627520051e+00 -3.002627520051e+00 +1.397801780144e-01 +1.285683136455e+00 +1.285683136455e+00 -2.247368200575e+00 +3.533051337030e+00 +1.275249439361e-01 -1.920741692784e-01 -2.556296676856e+00 -2.556296676856e+00 
PHASE_TRACE 1072 1.0710000000e+01 1 2 +2.232635996614e-02 +1.525022420000e-02 -1.630634880000e-02 +1.696077225083e-02 +2.808939709755e-02 +0.000000000000e+00 -9.872294942675e-02 +0.000000000000e+00 -9.872294942675e-02 +5.251604272977e-20 +4.588285456873e-03 -1.778906395589e-02 +6.151519891082e-02 -1.778906395589e-02 +6.151519891082e-02 -8.282917050603e-04 -4.530067961517e-03 +3.027662600000e-03 +8.788387750000e-03 -1.656901526352e-01 +3.679185288878e-01 +1.414213562373e+00 -3.020358574745e+00 -3.020358574745e+00 +1.403753372799e-01 +1.300079522457e+00 +1.300079522457e+00 -2.247853081310e+00 +3.547932603767e+00 +1.228512900508e-01 -1.948656769274e-01 -2.556592847782e+00 -2.556592847782e+00 
PHASE_TRACE 1073 1.0720000000e+01 1 2 +2.228258462095e-02 +1.528001090000e-02 -1.621834900000e-02 +1.682437247533e-02 +2.809636022815e-02 +0.000000000000e+00 -9.872340658650e-02 +0.000000000000e+00 -9.872340658650e-02 +7.453889935838e-20 +4.580631197521e-03 -1.775042139380e-02 +6.155473162577e-02 -1.775042139380e-02 +6.155473162577e-02 -9.260489184758e-04 -4.491683535059e-03 +2.929692130000e-03 +8.810742530000e-03 -1.684786916920e-01 +3.668439688596e-01 +1.414213562373e+00 -3.038174175733e+00 -3.038174175733e+00 +1.409671312413e-01 +1.314514790426e+00 +1.314514790426e+00 -2.248377047421e+00 +3.562891837848e+00 +1.182196344146e-01 -1.976380386947e-01 -2.556914473837e+00 -2.556914473837e+00 
PHASE_TRACE 1074 1.0730000000e+01 1 2 +2.223828076203e-02 +1.530881810000e-02 -1.613013390000e-02 +1.668807044780e-02 +2.810184047523e-02 +0.000000000000e+00 -9.872434018872e-02 +0.000000000000e+00 -9.872434018872e-02 +6.606856988584e-20 +4.572958959661e-03 -1.771188222686e-02 +6.159424449575e-02 -1.771188222686e-02 +6.159424449575e-02 -1.023811779062e-03 -4.455296258077e-03 +2.831762290000e-03 +8.831463120000e-03 -1.713093931477e-01 +3.657450431153e-01 +1.414213562373e+00 -3.056071316392e+00 -3.056071316392e+00 +1.415586944511e-01 +1.328989666420e+00 +1.328989666420e+00 -2.248939360658e+00 +3.577929027078e+00 +1.136228583668e-01 -2.003913175185e-01 -2.557262307397e+00 -2.557262307397e+00 
PHASE_TRACE 1075 1.0740000000e+01 1 2 +2.219345603564e-02 +1.533664620000e-02 -1.604171980000e-02 +1.655189482576e-02 +2.810583914255e-02 -4.278438478500e-18 -9.872552615707e-02 -4.278438478500e-18 -9.872552615707e-02 +7.453889935838e-20 +4.565337650990e-03 -1.767342666560e-02 +6.163376271529e-02 -1.767342666560e-02 +6.163376271529e-02 -1.121531839835e-03 -4.420586648237e-03 +2.733894100000e-03 +8.850557540000e-03 -1.741718843350e-01 +3.646217002174e-01 +1.414213562373e+00 -3.074043307005e+00 -3.074043307005e+00 +1.421521484516e-01 +1.343505711845e+00 +1.343505711845e+00 -2.249538776051e+00 +3.593044487896e+00 +1.090515295127e-01 -2.031255730400e-01 -2.557636678397e+00 -2.557636678397e+00 
PHASE_TRACE 1076 1.0750000000e+01 1 2 +2.214811812353e-02 +1.536349600000e-02 -1.595312280000e-02 +1.641586985584e-02 +2.810836230974e-02 +9.602116393670e-18 -9.872667897647e-02 +9.602116393670e-18 -9.872667897647e-02 +4.573977915173e-20 +4.557784747475e-03 -1.763502003595e-02 +6.167331052363e-02 -1.763502003595e-02 +6.167331052363e-02 -1.219150180107e-03 -4.387221395630e-03 +2.636108390000e-03 +8.868034140000e-03 -1.770548045008e-01 +3.634738895677e-01 +1.414213562373e+00 -3.092081395660e+00 -3.092081395660e+00 +1.427480552288e-01 +1.358064973557e+00 +1.358064973557e+00 -2.250173823701e+00 +3.608238797258e+00 +1.044961939929e-01 -2.058408584131e-01 -2.558037397835e+00 -2.558037397835e+00 
PHASE_TRACE 1077 1.0760000000e+01 1 2 +2.210227475634e-02 +1.538936840000e-02 -1.586435910000e-02 +1.628001546920e-02 +2.810942083714e-02 +1.066394289539e-17 -9.872752171376e-02 +1.066394289539e-17 -9.872752171376e-02 +5.929230630780e-20 +4.550262457379e-03 -1.759662155705e-02 +6.171290523890e-02 -1.759662155705e-02 +6.171290523890e-02 -1.316606087850e-03 -4.354933180336e-03 +2.538425800000e-03 +8.883901510000e-03 -1.799485864688e-01 +3.623015548432e-01 +1.414213562373e+00 -3.110176852319e+00 -3.110176852319e+00 +1.433452468092e-01 +1.372669456668e+00 +1.372669456668e+00 -2.250843186129e+00 +3.623512642797e+00 +9.994970991978e-02 -2.085372242126e-01 -2.558463851137e+00 -2.558463851137e+00 
